exp,session,id,learning context,accuracy
0,0,27822649557979698996644413440,PP,0.65
0,0,27822649557979698996644413440,RC,0.65
0,0,27822649557979698996644413440,RP,0.8
0,0,27824248686465101781236973568,PC,0.55
0,0,27824248686465101781236973568,PP,0.8
0,0,27824248686465101781236973568,RC,0.6
0,0,27824248686465101781236973568,RP,1.0
0,0,27828563426076099268417945600,PC,0.85
0,0,27828563426076099268417945600,PP,0.8
0,0,27828563426076099268417945600,RC,0.2
0,0,27828563426076099268417945600,RP,0.65
0,0,27829925111797300094474125312,PC,0.8
0,0,27829925111797300094474125312,PP,0.7
0,0,27829925111797300094474125312,RC,0.95
0,0,27829925111797300094474125312,RP,0.8
0,0,27833952793506199782801014784,PC,0.4
0,0,27833952793506199782801014784,PP,0.5
0,0,27833952793506199782801014784,RC,0.55
0,0,27833952793506199782801014784,RP,0.45
0,0,27853402635574298503744061440,PC,0.55
0,0,27853402635574298503744061440,PP,0.45
0,0,27853402635574298503744061440,RC,0.3
0,0,27853402635574298503744061440,RP,0.45
0,0,27854741050903798593924104192,PC,0.55
0,0,27854741050903798593924104192,PP,0.6
0,0,27854741050903798593924104192,RC,0.55
0,0,27854741050903798593924104192,RP,0.85
0,0,27855862830643000114310807552,PC,0.85
0,0,27855862830643000114310807552,PP,0.65
0,0,27855862830643000114310807552,RC,0.35
0,0,27855862830643000114310807552,RP,0.5
0,0,27863963020298899093190606848,PC,0.95
0,0,27863963020298899093190606848,PP,0.2
0,0,27863963020298899093190606848,RC,1.0
0,0,27863963020298899093190606848,RP,0.9
0,0,27865169972857400159471927296,PC,0.85
0,0,27865169972857400159471927296,PP,0.6
0,0,27865169972857400159471927296,RC,0.5
0,0,27865169972857400159471927296,RP,0.95
0,0,27870301868259901699862298624,PC,0.75
0,0,27870301868259901699862298624,PP,0.3
0,0,27870301868259901699862298624,RC,1.0
0,0,27870301868259901699862298624,RP,0.25
0,1,26113927880199200565234761728,PC,1.0
0,1,26113927880199200565234761728,PP,0.7
0,1,26113927880199200565234761728,RC,0.7
0,1,26113927880199200565234761728,RP,0.9
0,1,26475955286121301473729970176,PC,0.9
0,1,26475955286121301473729970176,PP,0.6
0,1,26475955286121301473729970176,RC,0.7
0,1,26475955286121301473729970176,RP,0.95
0,1,26501350863347397968869195776,PC,0.5
0,1,26501350863347397968869195776,PP,0.55
0,1,26501350863347397968869195776,RC,0.4
0,1,26501350863347397968869195776,RP,0.5
0,1,26501887110197598715302117376,PC,0.5
0,1,26501887110197598715302117376,PP,0.5
0,1,26501887110197598715302117376,RC,0.45
0,1,26501887110197598715302117376,RP,0.6
0,1,26511678199230000005572984832,PC,0.15
0,1,26511678199230000005572984832,PP,0.65
0,1,26511678199230000005572984832,RC,0.45
0,1,26511678199230000005572984832,RP,0.65
0,1,26566004181895600950009135104,PC,0.95
0,1,26566004181895600950009135104,PP,0.75
0,1,26566004181895600950009135104,RC,0.9
0,1,26566004181895600950009135104,RP,0.0
0,1,26663488038463600871228833792,PC,0.3
0,1,26663488038463600871228833792,PP,0.35
0,1,26663488038463600871228833792,RC,0.7
0,1,26663488038463600871228833792,RP,0.95
0,1,26751014442242299050753785856,PC,0.4
0,1,26751014442242299050753785856,PP,0.8
0,1,26751014442242299050753785856,RC,0.7
0,1,26751014442242299050753785856,RP,0.85
0,1,26787671151060901606465732608,PC,1.0
0,1,26787671151060901606465732608,PP,0.85
0,1,26787671151060901606465732608,RC,0.9
0,1,26787671151060901606465732608,RP,0.0
0,1,26819801922433201464978440192,PC,0.6
0,1,26819801922433201464978440192,PP,0.5
0,1,26819801922433201464978440192,RC,0.6
0,1,26819801922433201464978440192,RP,0.4
0,1,26821940765077698442782834688,PC,0.15
0,1,26821940765077698442782834688,PP,0.45
0,1,26821940765077698442782834688,RC,0.1
0,1,26821940765077698442782834688,RP,1.0
0,1,26831503754014999019547262976,PC,0.9
0,1,26831503754014999019547262976,PP,0.55
0,1,26831503754014999019547262976,RC,1.0
0,1,26831503754014999019547262976,RP,0.4
0,1,26834162439720600537661440000,PC,0.75
0,1,26834162439720600537661440000,PP,0.75
0,1,26834162439720600537661440000,RC,0.75
0,1,26834162439720600537661440000,RP,0.85
0,1,26841032319297301970344214528,PC,0.95
0,1,26841032319297301970344214528,PP,0.45
0,1,26841032319297301970344214528,RC,1.0
0,1,26841032319297301970344214528,RP,0.7
0,1,26854805599029998558277271552,PC,0.95
0,1,26854805599029998558277271552,PP,0.95
0,1,26854805599029998558277271552,RC,1.0
0,1,26854805599029998558277271552,RP,0.95
0,1,26865941014467398806492151808,PC,0.65
0,1,26865941014467398806492151808,PP,0.8
0,1,26865941014467398806492151808,RC,0.3
0,1,26865941014467398806492151808,RP,0.55
0,1,26875725892454698912267108352,PC,0.9
0,1,26875725892454698912267108352,PP,0.5
0,1,26875725892454698912267108352,RC,0.75
0,1,26875725892454698912267108352,RP,0.85
0,1,26916938880343301594617479168,PC,0.5
0,1,26916938880343301594617479168,PP,0.8
0,1,26916938880343301594617479168,RC,0.75
0,1,26916938880343301594617479168,RP,0.7
0,1,26923864793043600841881157632,PC,0.35
0,1,26923864793043600841881157632,PP,0.35
0,1,26923864793043600841881157632,RC,0.65
0,1,26923864793043600841881157632,RP,0.9
0,1,26944389699983701551544795136,PC,0.6
0,1,26944389699983701551544795136,PP,0.5
0,1,26944389699983701551544795136,RC,0.55
0,1,26944389699983701551544795136,RP,0.6
0,1,26957199044609602011661336576,PC,1.0
0,1,26957199044609602011661336576,PP,0.85
0,1,26957199044609602011661336576,RC,0.5
0,1,26957199044609602011661336576,RP,1.0
0,1,26957261267309799916737396736,PC,0.8
0,1,26957261267309799916737396736,PP,0.85
0,1,26957261267309799916737396736,RC,0.4
0,1,26957261267309799916737396736,RP,0.7
0,1,26958869415798701356331565056,PC,1.0
0,1,26958869415798701356331565056,PP,0.75
0,1,26958869415798701356331565056,RC,0.85
0,1,26958869415798701356331565056,RP,0.95
0,1,26970743127844298500136239104,PC,0.7
0,1,26970743127844298500136239104,PP,0.45
0,1,26970743127844298500136239104,RC,0.9
0,1,26970743127844298500136239104,RP,0.65
0,1,27007665018291902139638743040,PC,0.9
0,1,27007665018291902139638743040,PP,0.95
0,1,27007665018291902139638743040,RC,0.95
0,1,27007665018291902139638743040,RP,0.0
0,1,27051074269551897951218958336,PC,0.7
0,1,27051074269551897951218958336,PP,0.45
0,1,27051074269551897951218958336,RC,0.55
0,1,27051074269551897951218958336,RP,0.9
0,1,27063474310059001091054370816,PC,1.0
0,1,27063474310059001091054370816,PP,0.9
0,1,27063474310059001091054370816,RC,0.85
0,1,27063474310059001091054370816,RP,1.0
0,1,27117817796331298113391165440,PC,0.65
0,1,27117817796331298113391165440,PP,0.55
0,1,27117817796331298113391165440,RC,0.35
0,1,27117817796331298113391165440,RP,0.45
0,1,27126525049966599851988746240,PC,1.0
0,1,27126525049966599851988746240,PP,0.75
0,1,27126525049966599851988746240,RC,0.85
0,1,27126525049966599851988746240,RP,0.95
0,1,27136047543675501401396477952,PC,0.55
0,1,27136047543675501401396477952,PP,0.75
0,1,27136047543675501401396477952,RC,0.7
0,1,27136047543675501401396477952,RP,0.55
0,1,27143804243674698678234251264,PC,0.5
0,1,27143804243674698678234251264,PP,0.5
0,1,27143804243674698678234251264,RC,0.5
0,1,27143804243674698678234251264,RP,0.4
0,1,27143906674701600096285360128,PC,0.95
0,1,27143906674701600096285360128,PP,0.7
0,1,27143906674701600096285360128,RC,0.75
0,1,27143906674701600096285360128,RP,1.0
0,1,27144843594957899454182588416,PC,0.35
0,1,27144843594957899454182588416,PP,0.7
0,1,27144843594957899454182588416,RC,0.95
0,1,27144843594957899454182588416,RP,1.0
0,1,27146276685877900673145634816,PC,0.55
0,1,27146276685877900673145634816,PP,0.7
0,1,27146276685877900673145634816,RC,0.5
0,1,27146276685877900673145634816,RP,0.65
0,1,27155118701157800315694612480,PC,0.95
0,1,27155118701157800315694612480,PP,0.9
0,1,27155118701157800315694612480,RC,0.7
0,1,27155118701157800315694612480,RP,0.6
0,1,27161787260123600911897460736,PC,0.45
0,1,27161787260123600911897460736,PP,0.55
0,1,27161787260123600911897460736,RC,0.55
0,1,27161787260123600911897460736,RP,0.7
0,1,27177688633296401156341235712,PC,0.7
0,1,27177688633296401156341235712,PP,0.7
0,1,27177688633296401156341235712,RC,0.75
0,1,27177688633296401156341235712,RP,0.6
0,1,27183505656842199537238933504,PC,0.65
0,1,27183505656842199537238933504,PP,0.6
0,1,27183505656842199537238933504,RC,0.8
0,1,27183505656842199537238933504,RP,0.9
0,1,27187083168935898739430653952,PC,0.5
0,1,27187083168935898739430653952,PP,0.7
0,1,27187083168935898739430653952,RC,0.55
0,1,27187083168935898739430653952,RP,0.6
0,1,27191478249113201408974258176,PC,1.0
0,1,27191478249113201408974258176,PP,0.9
0,1,27191478249113201408974258176,RC,1.0
0,1,27191478249113201408974258176,RP,1.0
0,1,27230794737124298876820389888,PC,0.0
0,1,27230794737124298876820389888,PP,0.5
0,1,27230794737124298876820389888,RC,1.0
0,1,27230794737124298876820389888,RP,0.95
0,1,27273715564844399337593110528,PC,0.9
0,1,27273715564844399337593110528,PP,0.75
0,1,27273715564844399337593110528,RC,1.0
0,1,27273715564844399337593110528,RP,1.0
0,1,27279284415189799731866894336,PC,0.6
0,1,27279284415189799731866894336,PP,0.7
0,1,27279284415189799731866894336,RC,0.7
0,1,27279284415189799731866894336,RP,0.8
0,1,27282162943689500252979593216,PC,0.8
0,1,27282162943689500252979593216,PP,0.8
0,1,27282162943689500252979593216,RC,0.9
0,1,27282162943689500252979593216,RP,0.95
0,1,27287233128429601461159067648,PC,0.55
0,1,27287233128429601461159067648,PP,0.7
0,1,27287233128429601461159067648,RC,1.0
0,1,27287233128429601461159067648,RP,0.5
0,1,27306015921498600605168435200,PC,0.9
0,1,27306015921498600605168435200,PP,0.85
0,1,27306015921498600605168435200,RC,1.0
0,1,27306015921498600605168435200,RP,0.95
0,1,27320910471160500814497185792,PC,0.95
0,1,27320910471160500814497185792,PP,0.75
0,1,27320910471160500814497185792,RC,0.8
0,1,27320910471160500814497185792,RP,0.9
0,1,27335850354607998264196202496,PC,1.0
0,1,27335850354607998264196202496,PP,0.85
0,1,27335850354607998264196202496,RC,1.0
0,1,27335850354607998264196202496,RP,1.0
0,1,27350713958336398107793686528,PC,0.95
0,1,27350713958336398107793686528,PP,0.9
0,1,27350713958336398107793686528,RC,0.95
0,1,27350713958336398107793686528,RP,0.9
0,1,27355415798764798596916183040,PC,0.95
0,1,27355415798764798596916183040,PP,0.85
0,1,27355415798764798596916183040,RC,0.95
0,1,27355415798764798596916183040,RP,1.0
0,1,27369868183758299887841574912,PC,0.7
0,1,27369868183758299887841574912,PP,0.95
0,1,27369868183758299887841574912,RC,0.9
0,1,27369868183758299887841574912,RP,0.95
0,1,27381320345345000876135153664,PC,0.65
0,1,27381320345345000876135153664,PP,0.85
0,1,27381320345345000876135153664,RC,0.8
0,1,27381320345345000876135153664,RP,0.0
0,1,27387530559019400228669227008,PC,0.95
0,1,27387530559019400228669227008,PP,0.85
0,1,27387530559019400228669227008,RC,1.0
0,1,27387530559019400228669227008,RP,0.0
0,1,27404652104631499703583768576,PC,0.6
0,1,27404652104631499703583768576,PP,0.65
0,1,27404652104631499703583768576,RC,1.0
0,1,27404652104631499703583768576,RP,0.9
0,1,27421950785719698106301284352,PC,0.9
0,1,27421950785719698106301284352,PP,0.85
0,1,27421950785719698106301284352,RC,1.0
0,1,27421950785719698106301284352,RP,1.0
0,1,27429222454408300528333225984,PC,0.5
0,1,27429222454408300528333225984,PP,0.45
0,1,27429222454408300528333225984,RC,0.5
0,1,27429222454408300528333225984,RP,0.45
0,1,27438527733092302104878383104,PC,0.9
0,1,27438527733092302104878383104,PP,0.4
0,1,27438527733092302104878383104,RC,0.6
0,1,27438527733092302104878383104,RP,0.75
0,1,27449760360904098431966904320,PC,1.0
0,1,27449760360904098431966904320,PP,0.9
0,1,27449760360904098431966904320,RC,0.8
0,1,27449760360904098431966904320,RP,1.0
0,1,27469026706412599088437526528,PC,0.9
0,1,27469026706412599088437526528,PP,0.7
0,1,27469026706412599088437526528,RC,1.0
0,1,27469026706412599088437526528,RP,0.85
0,1,27479702827043701176510971904,PC,1.0
0,1,27479702827043701176510971904,PP,0.95
0,1,27479702827043701176510971904,RC,0.9
0,1,27479702827043701176510971904,RP,0.55
0,1,27481678539080401560075763712,PC,0.6
0,1,27481678539080401560075763712,PP,0.5
0,1,27481678539080401560075763712,RC,0.55
0,1,27481678539080401560075763712,RP,0.3
0,1,27482566193851898581212987392,PC,0.95
0,1,27482566193851898581212987392,PP,0.95
0,1,27482566193851898581212987392,RC,0.95
0,1,27482566193851898581212987392,RP,1.0
0,1,27497002308280701525401010176,PC,0.95
0,1,27497002308280701525401010176,PP,0.65
0,1,27497002308280701525401010176,RC,0.95
0,1,27497002308280701525401010176,RP,0.8
0,1,27501412217703401346585067520,PC,0.45
0,1,27501412217703401346585067520,PP,0.5
0,1,27501412217703401346585067520,RC,0.9
0,1,27501412217703401346585067520,RP,0.5
0,1,27503703362691802009450840064,PC,0.95
0,1,27503703362691802009450840064,PP,0.4
0,1,27503703362691802009450840064,RC,0.8
0,1,27503703362691802009450840064,RP,0.4
0,1,27518325231410602103676076032,PC,0.2
0,1,27518325231410602103676076032,PP,0.95
0,1,27518325231410602103676076032,RC,0.45
0,1,27518325231410602103676076032,RP,0.1
0,1,27519571107968500847087714304,PC,0.5
0,1,27519571107968500847087714304,PP,0.2
0,1,27519571107968500847087714304,RC,0.85
0,1,27519571107968500847087714304,RP,0.95
0,1,27524728845817101505150320640,PC,0.6
0,1,27524728845817101505150320640,PP,0.7
0,1,27524728845817101505150320640,RC,0.8
0,1,27524728845817101505150320640,RP,0.85
0,1,27530450138461199990511370240,PC,0.3
0,1,27530450138461199990511370240,PP,0.85
0,1,27530450138461199990511370240,RC,0.95
0,1,27530450138461199990511370240,RP,1.0
0,1,27533706077622001536161808384,PC,0.75
0,1,27533706077622001536161808384,PP,0.8
0,1,27533706077622001536161808384,RC,0.85
0,1,27533706077622001536161808384,RP,0.9
0,1,27537170155238500498690539520,PC,0.95
0,1,27537170155238500498690539520,PP,0.95
0,1,27537170155238500498690539520,RC,0.95
0,1,27537170155238500498690539520,RP,1.0
0,1,27556671135765602153000861696,PC,0.8
0,1,27556671135765602153000861696,PP,0.45
0,1,27556671135765602153000861696,RC,0.45
0,1,27556671135765602153000861696,RP,0.55
0,1,27578242769362199298271346688,PC,0.6
0,1,27578242769362199298271346688,PP,0.35
0,1,27578242769362199298271346688,RC,0.8
0,1,27578242769362199298271346688,RP,0.7
0,1,27578416189980101236225998848,PC,0.9
0,1,27578416189980101236225998848,PP,0.9
0,1,27578416189980101236225998848,RC,1.0
0,1,27578416189980101236225998848,RP,0.15
0,1,27580653705851598942511300608,PC,0.85
0,1,27580653705851598942511300608,PP,0.85
0,1,27580653705851598942511300608,RC,0.9
0,1,27580653705851598942511300608,RP,1.0
0,1,27587722610789401591415832576,PC,0.95
0,1,27587722610789401591415832576,PP,0.6
0,1,27587722610789401591415832576,RC,0.85
0,1,27587722610789401591415832576,RP,0.95
0,1,27605579435025700199942062080,PC,1.0
0,1,27605579435025700199942062080,PP,0.6
0,1,27605579435025700199942062080,RC,1.0
0,1,27605579435025700199942062080,RP,0.75
0,1,27605683122619600603470364672,PC,0.75
0,1,27605683122619600603470364672,PP,0.85
0,1,27605683122619600603470364672,RC,0.6
0,1,27605683122619600603470364672,RP,0.75
0,1,27634092804688801965973438464,PC,0.9
0,1,27634092804688801965973438464,PP,0.8
0,1,27634092804688801965973438464,RC,0.95
0,1,27634092804688801965973438464,RP,0.95
0,1,27638572474440898231075340288,PC,0.0
0,1,27638572474440898231075340288,PP,0.0
0,1,27638572474440898231075340288,RC,1.0
0,1,27638572474440898231075340288,RP,0.0
0,1,27639130259364798378440392704,PC,0.95
0,1,27639130259364798378440392704,PP,0.9
0,1,27639130259364798378440392704,RC,1.0
0,1,27639130259364798378440392704,RP,0.0
0,1,27639549765615999452532703232,PC,1.0
0,1,27639549765615999452532703232,PP,0.45
0,1,27639549765615999452532703232,RC,0.95
0,1,27639549765615999452532703232,RP,0.7
0,1,27642433526670298393027280896,PC,0.95
0,1,27642433526670298393027280896,PP,0.95
0,1,27642433526670298393027280896,RC,0.95
0,1,27642433526670298393027280896,RP,1.0
0,1,27643984788233799229887217664,PC,0.75
0,1,27643984788233799229887217664,PP,0.4
0,1,27643984788233799229887217664,RC,0.6
0,1,27643984788233799229887217664,RP,0.7
0,1,27650124595172199819691163648,PC,0.4
0,1,27650124595172199819691163648,PP,0.8
0,1,27650124595172199819691163648,RC,0.85
0,1,27650124595172199819691163648,RP,0.9
0,1,27650138561942798084769579008,PC,1.0
0,1,27650138561942798084769579008,PP,1.0
0,1,27650138561942798084769579008,RC,1.0
0,1,27650138561942798084769579008,RP,1.0
0,1,27653678189607399642273677312,PC,0.95
0,1,27653678189607399642273677312,PP,0.65
0,1,27653678189607399642273677312,RC,0.9
0,1,27653678189607399642273677312,RP,0.7
0,1,27653720788186197820841132032,PC,0.75
0,1,27653720788186197820841132032,PP,0.6
0,1,27653720788186197820841132032,RC,1.0
0,1,27653720788186197820841132032,RP,0.65
0,1,27658372674050500867567648768,PC,0.95
0,1,27658372674050500867567648768,PP,0.35
0,1,27658372674050500867567648768,RC,0.95
0,1,27658372674050500867567648768,RP,0.85
0,1,27661466744572101966509899776,PC,0.95
0,1,27661466744572101966509899776,PP,0.85
0,1,27661466744572101966509899776,RC,1.0
0,1,27661466744572101966509899776,RP,0.9
0,1,27663116287869301475323674624,PC,0.85
0,1,27663116287869301475323674624,PP,0.75
0,1,27663116287869301475323674624,RC,0.7
0,1,27663116287869301475323674624,RP,0.75
0,1,27667559451466400600577540096,PC,0.7
0,1,27667559451466400600577540096,PP,0.7
0,1,27667559451466400600577540096,RC,0.05
0,1,27667559451466400600577540096,RP,1.0
0,1,27669788647510498268640444416,PC,1.0
0,1,27669788647510498268640444416,PP,0.75
0,1,27669788647510498268640444416,RC,0.4
0,1,27669788647510498268640444416,RP,0.3
0,1,27671317384829901733485346816,PC,0.7
0,1,27671317384829901733485346816,PP,0.7
0,1,27671317384829901733485346816,RC,0.95
0,1,27671317384829901733485346816,RP,0.65
0,1,27672556124169400692682784768,PC,0.85
0,1,27672556124169400692682784768,PP,0.65
0,1,27672556124169400692682784768,RC,1.0
0,1,27672556124169400692682784768,RP,0.0
0,1,27675546841210401232110223360,PC,0.95
0,1,27675546841210401232110223360,PP,0.9
0,1,27675546841210401232110223360,RC,1.0
0,1,27675546841210401232110223360,RP,0.95
0,1,27677150685449898723693821952,PC,0.75
0,1,27677150685449898723693821952,PP,0.55
0,1,27677150685449898723693821952,RC,0.7
0,1,27677150685449898723693821952,RP,0.4
0,1,27678813024368299009468530688,PC,0.9
0,1,27678813024368299009468530688,PP,0.9
0,1,27678813024368299009468530688,RC,0.95
0,1,27678813024368299009468530688,RP,0.95
0,1,27686613733396300934810697728,PC,0.8
0,1,27686613733396300934810697728,PP,0.85
0,1,27686613733396300934810697728,RC,0.95
0,1,27686613733396300934810697728,RP,0.85
0,1,27689824145132598211064627200,PC,0.5
0,1,27689824145132598211064627200,PP,0.85
0,1,27689824145132598211064627200,RC,0.7
0,1,27689824145132598211064627200,RP,0.75
0,1,27689888035844602059303157760,PC,0.55
0,1,27689888035844602059303157760,PP,0.7
0,1,27689888035844602059303157760,RC,0.65
0,1,27689888035844602059303157760,RP,0.55
0,1,27689909284486897971178242048,PC,0.65
0,1,27689909284486897971178242048,PP,0.85
0,1,27689909284486897971178242048,RC,0.8
0,1,27689909284486897971178242048,RP,0.95
0,1,27690505746602200584236826624,PC,0.9
0,1,27690505746602200584236826624,PP,1.0
0,1,27690505746602200584236826624,RC,1.0
0,1,27690505746602200584236826624,RP,0.05
0,1,27691964717765600820462616576,PC,0.25
0,1,27691964717765600820462616576,PP,0.35
0,1,27691964717765600820462616576,RC,0.55
0,1,27691964717765600820462616576,RP,0.65
0,1,27694586807375599892791558144,PC,0.75
0,1,27694586807375599892791558144,PP,0.75
0,1,27694586807375599892791558144,RC,1.0
0,1,27694586807375599892791558144,RP,0.0
0,1,27695237633725600757652127744,PC,0.05
0,1,27695237633725600757652127744,PP,0.25
0,1,27695237633725600757652127744,RC,0.95
0,1,27695237633725600757652127744,RP,1.0
0,1,27698065395035399024891920384,PC,0.6
0,1,27698065395035399024891920384,PP,0.55
0,1,27698065395035399024891920384,RC,0.55
0,1,27698065395035399024891920384,RP,0.45
0,1,27699289490324901830015844352,PC,0.9
0,1,27699289490324901830015844352,PP,0.7
0,1,27699289490324901830015844352,RC,0.4
0,1,27699289490324901830015844352,RP,0.25
0,1,27700686567580999179766333440,PC,0.7
0,1,27700686567580999179766333440,PP,0.9
0,1,27700686567580999179766333440,RC,0.8
0,1,27700686567580999179766333440,RP,1.0
0,1,27700825678441099152232284160,PC,0.6
0,1,27700825678441099152232284160,PP,0.45
0,1,27700825678441099152232284160,RC,0.6
0,1,27700825678441099152232284160,RP,0.95
0,1,27701478200288299719306772480,PC,0.85
0,1,27701478200288299719306772480,PP,0.7
0,1,27701478200288299719306772480,RC,0.55
0,1,27701478200288299719306772480,RP,0.45
0,1,27704523298118900887261806592,PC,0.55
0,1,27704523298118900887261806592,PP,0.45
0,1,27704523298118900887261806592,RC,0.65
0,1,27704523298118900887261806592,RP,0.35
0,1,27709014681408300044550930432,PC,0.65
0,1,27709014681408300044550930432,PP,0.75
0,1,27709014681408300044550930432,RC,0.95
0,1,27709014681408300044550930432,RP,1.0
0,1,27710486952323798253963313152,PC,0.8
0,1,27710486952323798253963313152,PP,0.85
0,1,27710486952323798253963313152,RC,0.95
0,1,27710486952323798253963313152,RP,0.0
0,1,27711205653626301494681665536,PC,0.45
0,1,27711205653626301494681665536,PP,0.75
0,1,27711205653626301494681665536,RC,0.55
0,1,27711205653626301494681665536,RP,0.8
0,1,27712420388910100687259435008,PC,0.4
0,1,27712420388910100687259435008,PP,0.6
0,1,27712420388910100687259435008,RC,0.45
0,1,27712420388910100687259435008,RP,0.55
0,1,27712689296926500612827250688,PC,0.75
0,1,27712689296926500612827250688,PP,0.9
0,1,27712689296926500612827250688,RC,0.85
0,1,27712689296926500612827250688,RP,0.95
0,1,27713431220237601406720147456,PC,1.0
0,1,27713431220237601406720147456,PP,0.45
0,1,27713431220237601406720147456,RC,0.95
0,1,27713431220237601406720147456,RP,0.0
0,1,27715207141373400679953989632,PC,0.55
0,1,27715207141373400679953989632,PP,0.4
0,1,27715207141373400679953989632,RC,0.7
0,1,27715207141373400679953989632,RP,0.45
0,1,27721792897442299077160075264,PC,0.6
0,1,27721792897442299077160075264,PP,0.35
0,1,27721792897442299077160075264,RC,0.9
0,1,27721792897442299077160075264,RP,0.65
0,1,27722290876858000035320692736,PC,0.7
0,1,27722290876858000035320692736,PP,0.4
0,1,27722290876858000035320692736,RC,0.95
0,1,27722290876858000035320692736,RP,0.7
0,1,27723525971671199348663779328,PC,0.75
0,1,27723525971671199348663779328,PP,0.85
0,1,27723525971671199348663779328,RC,1.0
0,1,27723525971671199348663779328,RP,1.0
0,1,27725507984175797818630340608,PC,0.6
0,1,27725507984175797818630340608,PP,0.5
0,1,27725507984175797818630340608,RC,0.6
0,1,27725507984175797818630340608,RP,0.5
0,1,27726538226948200399422619648,PC,0.5
0,1,27726538226948200399422619648,PP,0.5
0,1,27726538226948200399422619648,RC,0.4
0,1,27726538226948200399422619648,RP,0.55
0,1,27726781103499601300718354432,PC,0.55
0,1,27726781103499601300718354432,PP,0.7
0,1,27726781103499601300718354432,RC,0.0
0,1,27726781103499601300718354432,RP,0.35
0,1,27727085598078400003957587968,PC,1.0
0,1,27727085598078400003957587968,PP,0.8
0,1,27727085598078400003957587968,RC,0.45
0,1,27727085598078400003957587968,RP,0.0
0,1,27729349885520899208025997312,PC,0.55
0,1,27729349885520899208025997312,PP,0.6
0,1,27729349885520899208025997312,RC,0.5
0,1,27729349885520899208025997312,RP,0.55
0,1,27733177703727199423972769792,PC,0.9
0,1,27733177703727199423972769792,PP,0.9
0,1,27733177703727199423972769792,RC,1.0
0,1,27733177703727199423972769792,RP,0.0
0,1,27735806654799001226015932416,PC,0.0
0,1,27735806654799001226015932416,PP,1.0
0,1,27735806654799001226015932416,RC,0.0
0,1,27735806654799001226015932416,RP,0.95
0,1,27736489513461299467660558336,PC,1.0
0,1,27736489513461299467660558336,PP,0.45
0,1,27736489513461299467660558336,RC,0.85
0,1,27736489513461299467660558336,RP,0.9
0,1,27737805194770399335372816384,PC,1.0
0,1,27737805194770399335372816384,PP,0.95
0,1,27737805194770399335372816384,RC,0.75
0,1,27737805194770399335372816384,RP,1.0
0,1,27754997316042498670011088896,PC,0.5
0,1,27754997316042498670011088896,PP,0.8
0,1,27754997316042498670011088896,RC,0.95
0,1,27754997316042498670011088896,RP,0.65
0,1,27757473148521701161994027008,PC,1.0
0,1,27757473148521701161994027008,PP,0.4
0,1,27757473148521701161994027008,RC,0.9
0,1,27757473148521701161994027008,RP,1.0
0,1,27770878613611401049635028992,PC,0.55
0,1,27770878613611401049635028992,PP,0.4
0,1,27770878613611401049635028992,RC,0.35
0,1,27770878613611401049635028992,RP,0.45
0,1,27771256097354000922304315392,PC,0.85
0,1,27771256097354000922304315392,PP,0.85
0,1,27771256097354000922304315392,RC,0.7
0,1,27771256097354000922304315392,RP,1.0
0,1,27771601128595001319964540928,PC,1.0
0,1,27771601128595001319964540928,PP,0.4
0,1,27771601128595001319964540928,RC,0.9
0,1,27771601128595001319964540928,RP,0.85
0,1,27779606194816699579502690304,PC,0.95
0,1,27779606194816699579502690304,PP,0.85
0,1,27779606194816699579502690304,RC,0.8
0,1,27779606194816699579502690304,RP,0.55
0,1,27782700189158699120635936768,PC,0.35
0,1,27782700189158699120635936768,PP,0.4
0,1,27782700189158699120635936768,RC,0.55
0,1,27782700189158699120635936768,RP,0.55
0,1,27782950704411100101570723840,PC,0.75
0,1,27782950704411100101570723840,PP,0.55
0,1,27782950704411100101570723840,RC,0.95
0,1,27782950704411100101570723840,RP,0.5
0,1,27784081114883398470492749824,PC,0.95
0,1,27784081114883398470492749824,PP,0.9
0,1,27784081114883398470492749824,RC,0.95
0,1,27784081114883398470492749824,RP,0.45
0,1,27784422286231100802000224256,PC,0.65
0,1,27784422286231100802000224256,PP,0.5
0,1,27784422286231100802000224256,RC,0.65
0,1,27784422286231100802000224256,RP,0.65
0,1,27792570572505100719948300288,PC,0.75
0,1,27792570572505100719948300288,PP,0.85
0,1,27792570572505100719948300288,RC,0.9
0,1,27792570572505100719948300288,RP,0.9
0,1,27795842421405800467504562176,PC,0.9
0,1,27795842421405800467504562176,PP,0.85
0,1,27795842421405800467504562176,RC,0.7
0,1,27795842421405800467504562176,RP,0.9
0,1,27799959621646400549541642240,PC,0.45
0,1,27799959621646400549541642240,PP,0.65
0,1,27799959621646400549541642240,RC,0.4
0,1,27799959621646400549541642240,RP,0.55
0,1,27799993031712799799971414016,PC,0.95
0,1,27799993031712799799971414016,PP,0.75
0,1,27799993031712799799971414016,RC,0.95
0,1,27799993031712799799971414016,RP,1.0
0,1,27800250408464800322336849920,PC,0.6
0,1,27800250408464800322336849920,PP,0.75
0,1,27800250408464800322336849920,RC,0.5
0,1,27800250408464800322336849920,RP,0.65
0,1,27801616568912901774235402240,PC,0.45
0,1,27801616568912901774235402240,PP,0.65
0,1,27801616568912901774235402240,RC,0.3
0,1,27801616568912901774235402240,RP,0.6
0,1,27801644373574200739837771776,PC,1.0
0,1,27801644373574200739837771776,PP,0.55
0,1,27801644373574200739837771776,RC,0.6
0,1,27801644373574200739837771776,RP,0.85
