exp,session,id,learning context,accuracy
0,0,27639549765615999452532703232,RP,0.85
0,0,27642433526670298393027280896,PC,0.95
0,0,27642433526670298393027280896,PP,0.95
0,0,27642433526670298393027280896,RC,0.9
0,0,27642433526670298393027280896,RP,0.0
0,0,27643984788233799229887217664,PC,0.3
0,0,27643984788233799229887217664,PP,0.6
0,0,27643984788233799229887217664,RC,0.7
0,0,27643984788233799229887217664,RP,0.5
0,0,27650124595172199819691163648,PC,0.8
0,0,27650124595172199819691163648,PP,0.95
0,0,27650124595172199819691163648,RC,1.0
0,0,27650124595172199819691163648,RP,1.0
0,0,27650138561942798084769579008,PC,0.8
0,0,27650138561942798084769579008,PP,0.7
0,0,27650138561942798084769579008,RC,0.65
0,0,27650138561942798084769579008,RP,0.8
0,0,27653678189607399642273677312,PC,0.75
0,0,27653678189607399642273677312,PP,0.75
0,0,27653678189607399642273677312,RC,0.5
0,0,27653678189607399642273677312,RP,0.9
0,0,27653720788186197820841132032,PC,0.95
0,0,27653720788186197820841132032,PP,0.3
0,0,27653720788186197820841132032,RC,1.0
0,0,27653720788186197820841132032,RP,0.9
0,0,27658372674050500867567648768,PC,0.95
0,0,27658372674050500867567648768,PP,0.5
0,0,27658372674050500867567648768,RC,0.95
0,0,27658372674050500867567648768,RP,0.95
0,0,27661466744572101966509899776,PC,0.95
0,0,27661466744572101966509899776,PP,0.85
0,0,27661466744572101966509899776,RC,0.95
0,0,27661466744572101966509899776,RP,0.35
0,0,27663116287869301475323674624,PC,0.6
0,0,27663116287869301475323674624,PP,0.7
0,0,27663116287869301475323674624,RC,0.65
0,0,27663116287869301475323674624,RP,0.4
0,0,27667559451466400600577540096,PC,0.7
0,0,27667559451466400600577540096,PP,0.9
0,0,27667559451466400600577540096,RC,0.0
0,0,27667559451466400600577540096,RP,0.0
0,0,27669788647510498268640444416,PC,0.95
0,0,27669788647510498268640444416,PP,0.75
0,0,27669788647510498268640444416,RC,0.6
0,0,27669788647510498268640444416,RP,0.15
0,0,27671317384829901733485346816,PC,0.95
0,0,27671317384829901733485346816,PP,0.75
0,0,27671317384829901733485346816,RC,0.8
0,0,27671317384829901733485346816,RP,0.7
0,0,27672556124169400692682784768,PC,0.5
0,0,27672556124169400692682784768,PP,0.55
0,0,27672556124169400692682784768,RC,0.7
0,0,27672556124169400692682784768,RP,0.65
0,0,27675546841210401232110223360,PC,0.65
0,0,27675546841210401232110223360,PP,0.9
0,0,27675546841210401232110223360,RC,0.6
0,0,27675546841210401232110223360,RP,0.7
0,0,27677150685449898723693821952,PC,0.55
0,0,27677150685449898723693821952,PP,0.5
0,0,27677150685449898723693821952,RC,0.45
0,0,27677150685449898723693821952,RP,0.75
0,0,27678813024368299009468530688,PC,0.9
0,0,27678813024368299009468530688,PP,0.75
0,0,27678813024368299009468530688,RC,1.0
0,0,27678813024368299009468530688,RP,0.0
0,0,27686613733396300934810697728,PC,0.85
0,0,27686613733396300934810697728,PP,0.7
0,0,27686613733396300934810697728,RC,0.95
0,0,27686613733396300934810697728,RP,0.85
0,0,27689824145132598211064627200,PC,0.5
0,0,27689824145132598211064627200,PP,0.75
0,0,27689824145132598211064627200,RC,0.8
0,0,27689824145132598211064627200,RP,0.7
0,0,27689888035844602059303157760,PC,0.65
0,0,27689888035844602059303157760,PP,0.65
0,0,27689888035844602059303157760,RC,0.95
0,0,27689888035844602059303157760,RP,0.75
0,0,27689909284486897971178242048,PC,1.0
0,0,27689909284486897971178242048,PP,0.75
0,0,27689909284486897971178242048,RC,0.95
0,0,27689909284486897971178242048,RP,0.8
0,0,27690505746602200584236826624,PC,0.9
0,0,27690505746602200584236826624,PP,0.65
0,0,27690505746602200584236826624,RC,1.0
0,0,27690505746602200584236826624,RP,0.0
0,0,27691964717765600820462616576,PC,0.5
0,0,27691964717765600820462616576,PP,0.5
0,0,27691964717765600820462616576,RC,0.45
0,0,27691964717765600820462616576,RP,0.6
0,0,27694586807375599892791558144,PC,0.7
0,0,27694586807375599892791558144,PP,0.4
0,0,27694586807375599892791558144,RC,0.8
0,0,27694586807375599892791558144,RP,0.6
0,0,27695237633725600757652127744,PC,1.0
0,0,27695237633725600757652127744,PP,0.8
0,0,27695237633725600757652127744,RC,0.95
0,0,27695237633725600757652127744,RP,1.0
0,0,27698065395035399024891920384,PC,0.4
0,0,27698065395035399024891920384,PP,0.45
0,0,27698065395035399024891920384,RC,0.95
0,0,27698065395035399024891920384,RP,0.55
0,0,27699289490324901830015844352,PC,0.9
0,0,27699289490324901830015844352,PP,0.55
0,0,27699289490324901830015844352,RC,0.9
0,0,27699289490324901830015844352,RP,0.95
0,0,27700686567580999179766333440,PC,0.55
0,0,27700686567580999179766333440,PP,0.8
0,0,27700686567580999179766333440,RC,0.6
0,0,27700686567580999179766333440,RP,0.85
0,0,27700825678441099152232284160,PC,1.0
0,0,27700825678441099152232284160,PP,0.85
0,0,27700825678441099152232284160,RC,0.35
0,0,27700825678441099152232284160,RP,0.85
0,0,27701478200288299719306772480,PC,0.35
0,0,27701478200288299719306772480,PP,0.35
0,0,27701478200288299719306772480,RC,0.45
0,0,27701478200288299719306772480,RP,0.55
0,0,27704523298118900887261806592,PC,0.4
0,0,27704523298118900887261806592,PP,0.6
0,0,27704523298118900887261806592,RC,0.4
0,0,27704523298118900887261806592,RP,0.45
0,0,27709014681408300044550930432,PC,1.0
0,0,27709014681408300044550930432,PP,0.55
0,0,27709014681408300044550930432,RC,1.0
0,0,27709014681408300044550930432,RP,0.9
0,0,27710486952323798253963313152,PC,0.4
0,0,27710486952323798253963313152,PP,0.5
0,0,27710486952323798253963313152,RC,0.0
0,0,27710486952323798253963313152,RP,1.0
0,0,27711205653626301494681665536,PC,0.85
0,0,27711205653626301494681665536,PP,0.4
0,0,27711205653626301494681665536,RC,0.7
0,0,27711205653626301494681665536,RP,0.7
0,0,27712420388910100687259435008,PC,0.35
0,0,27712420388910100687259435008,PP,0.4
0,0,27712420388910100687259435008,RC,0.65
0,0,27712420388910100687259435008,RP,0.55
0,0,27712689296926500612827250688,PC,0.75
0,0,27712689296926500612827250688,PP,0.9
0,0,27712689296926500612827250688,RC,0.95
0,0,27712689296926500612827250688,RP,0.95
0,0,27713431220237601406720147456,PC,0.65
0,0,27713431220237601406720147456,PP,0.9
0,0,27713431220237601406720147456,RC,0.95
0,0,27713431220237601406720147456,RP,0.0
0,0,27715207141373400679953989632,PC,0.45
0,0,27715207141373400679953989632,PP,0.55
0,0,27715207141373400679953989632,RC,0.4
0,0,27715207141373400679953989632,RP,0.45
0,0,27721792897442299077160075264,PC,0.55
0,0,27721792897442299077160075264,PP,0.6
0,0,27721792897442299077160075264,RC,0.85
0,0,27721792897442299077160075264,RP,0.75
0,0,27722290876858000035320692736,PC,0.5
0,0,27722290876858000035320692736,PP,0.65
0,0,27722290876858000035320692736,RC,0.6
0,0,27722290876858000035320692736,RP,0.5
0,0,27723525971671199348663779328,PC,0.7
0,0,27723525971671199348663779328,PP,0.6
0,0,27723525971671199348663779328,RC,0.55
0,0,27723525971671199348663779328,RP,1.0
0,0,27725507984175797818630340608,PC,0.4
0,0,27725507984175797818630340608,PP,0.6
0,0,27725507984175797818630340608,RC,0.5
0,0,27725507984175797818630340608,RP,0.6
0,0,27726538226948200399422619648,PC,0.55
0,0,27726538226948200399422619648,PP,0.5
0,0,27726538226948200399422619648,RC,0.45
0,0,27726538226948200399422619648,RP,0.45
0,0,27726781103499601300718354432,PC,1.0
0,0,27726781103499601300718354432,PP,0.9
0,0,27726781103499601300718354432,RC,1.0
0,0,27726781103499601300718354432,RP,1.0
0,0,27727085598078400003957587968,PC,0.8
0,0,27727085598078400003957587968,PP,0.75
0,0,27727085598078400003957587968,RC,0.95
0,0,27727085598078400003957587968,RP,0.4
0,0,27729349885520899208025997312,PC,0.65
0,0,27729349885520899208025997312,PP,0.5
0,0,27729349885520899208025997312,RC,0.4
0,0,27729349885520899208025997312,RP,0.5
0,0,27733177703727199423972769792,PC,0.95
0,0,27733177703727199423972769792,PP,0.4
0,0,27733177703727199423972769792,RC,1.0
0,0,27733177703727199423972769792,RP,0.45
0,0,27735806654799001226015932416,PC,1.0
0,0,27735806654799001226015932416,PP,1.0
0,0,27735806654799001226015932416,RC,1.0
0,0,27735806654799001226015932416,RP,1.0
0,0,27736489513461299467660558336,PC,0.65
0,0,27736489513461299467660558336,PP,0.7
0,0,27736489513461299467660558336,RC,0.85
0,0,27736489513461299467660558336,RP,0.4
0,0,27737805194770399335372816384,PC,0.75
0,0,27737805194770399335372816384,PP,0.25
0,0,27737805194770399335372816384,RC,0.65
0,0,27737805194770399335372816384,RP,0.45
0,0,27754997316042498670011088896,PC,0.35
0,0,27754997316042498670011088896,PP,0.65
0,0,27754997316042498670011088896,RC,1.0
0,0,27754997316042498670011088896,RP,0.4
0,0,27757473148521701161994027008,PC,0.9
0,0,27757473148521701161994027008,PP,0.6
0,0,27757473148521701161994027008,RC,0.6
0,0,27757473148521701161994027008,RP,0.65
0,0,27770878613611401049635028992,PC,0.65
0,0,27770878613611401049635028992,PP,0.55
0,0,27770878613611401049635028992,RC,0.45
0,0,27770878613611401049635028992,RP,0.65
0,0,27771256097354000922304315392,PC,0.5
0,0,27771256097354000922304315392,PP,0.5
0,0,27771256097354000922304315392,RC,0.9
0,0,27771256097354000922304315392,RP,0.8
0,0,27771601128595001319964540928,PC,0.65
0,0,27771601128595001319964540928,PP,0.7
0,0,27771601128595001319964540928,RC,0.75
0,0,27771601128595001319964540928,RP,0.75
0,0,27779606194816699579502690304,PC,0.9
0,0,27779606194816699579502690304,PP,0.65
0,0,27779606194816699579502690304,RC,0.8
0,0,27779606194816699579502690304,RP,1.0
0,0,27782700189158699120635936768,PC,0.45
0,0,27782700189158699120635936768,PP,0.65
0,0,27782700189158699120635936768,RC,0.55
0,0,27782700189158699120635936768,RP,0.45
0,0,27782950704411100101570723840,PC,1.0
0,0,27782950704411100101570723840,PP,0.55
0,0,27782950704411100101570723840,RC,0.7
0,0,27782950704411100101570723840,RP,0.45
0,0,27784081114883398470492749824,PC,0.75
0,0,27784081114883398470492749824,PP,0.8
0,0,27784081114883398470492749824,RC,0.85
0,0,27784081114883398470492749824,RP,0.7
0,0,27784422286231100802000224256,PC,0.45
0,0,27784422286231100802000224256,PP,0.7
0,0,27784422286231100802000224256,RC,0.5
0,0,27784422286231100802000224256,RP,0.6
0,0,27792570572505100719948300288,PC,0.75
0,0,27792570572505100719948300288,PP,0.5
0,0,27792570572505100719948300288,RC,1.0
0,0,27792570572505100719948300288,RP,1.0
0,0,27795842421405800467504562176,PC,0.8
0,0,27795842421405800467504562176,PP,0.95
0,0,27795842421405800467504562176,RC,0.7
0,0,27795842421405800467504562176,RP,0.85
0,0,27799959621646400549541642240,PC,0.6
0,0,27799959621646400549541642240,PP,0.75
0,0,27799959621646400549541642240,RC,0.35
0,0,27799959621646400549541642240,RP,0.9
0,0,27799993031712799799971414016,PC,0.65
0,0,27799993031712799799971414016,PP,0.35
0,0,27799993031712799799971414016,RC,0.85
0,0,27799993031712799799971414016,RP,0.95
0,0,27800250408464800322336849920,PC,0.5
0,0,27800250408464800322336849920,PP,0.95
0,0,27800250408464800322336849920,RC,0.95
0,0,27800250408464800322336849920,RP,0.5
0,0,27801616568912901774235402240,PC,0.6
0,0,27801616568912901774235402240,PP,0.55
0,0,27801616568912901774235402240,RC,0.5
0,0,27801616568912901774235402240,RP,0.7
0,0,27801644373574200739837771776,PC,1.0
0,0,27801644373574200739837771776,PP,0.4
0,0,27801644373574200739837771776,RC,1.0
0,0,27801644373574200739837771776,RP,1.0
0,0,27801949733681401604717150208,PC,0.7
0,0,27801949733681401604717150208,PP,0.75
0,0,27801949733681401604717150208,RC,0.55
0,0,27801949733681401604717150208,RP,0.85
0,0,27802736543359699942138445824,PC,0.55
0,0,27802736543359699942138445824,PP,0.9
0,0,27802736543359699942138445824,RC,0.4
0,0,27802736543359699942138445824,RP,0.25
0,0,27803549758740700213484191744,PC,0.8
0,0,27803549758740700213484191744,PP,0.4
0,0,27803549758740700213484191744,RC,0.4
0,0,27803549758740700213484191744,RP,1.0
0,0,27803554708495801836879478784,PC,0.55
0,0,27803554708495801836879478784,PP,0.45
0,0,27803554708495801836879478784,RC,0.35
0,0,27803554708495801836879478784,RP,0.45
0,0,27803584371349497861594152960,PC,1.0
0,0,27803584371349497861594152960,PP,0.95
0,0,27803584371349497861594152960,RC,0.85
0,0,27803584371349497861594152960,RP,0.95
0,0,27805053901724101065001926656,PC,0.9
0,0,27805053901724101065001926656,PP,0.7
0,0,27805053901724101065001926656,RC,0.8
0,0,27805053901724101065001926656,RP,0.9
0,0,27806835580500499884463357952,PC,0.4
0,0,27806835580500499884463357952,PP,0.45
0,0,27806835580500499884463357952,RC,0.6
0,0,27806835580500499884463357952,RP,0.7
0,0,27807640006116101394962317312,PC,0.85
0,0,27807640006116101394962317312,PP,0.8
0,0,27807640006116101394962317312,RC,0.95
0,0,27807640006116101394962317312,RP,0.9
0,0,27808175278457399261295280128,PC,0.95
0,0,27808175278457399261295280128,PP,0.7
0,0,27808175278457399261295280128,RC,0.95
0,0,27808175278457399261295280128,RP,0.95
0,0,27815615425585299130379403264,PC,0.9
0,0,27815615425585299130379403264,PP,0.45
0,0,27815615425585299130379403264,RC,1.0
0,0,27815615425585299130379403264,RP,0.9
0,0,27822649557979698996644413440,PC,0.6
