exp,learning context,id,Reaction time
0,PP,27865169972857400159471927296,0.678
0,PP,27870301868259901699862298624,1.1515
0,RC,26113927880199200565234761728,0.6565000000000001
0,RC,26475955286121301473729970176,0.752
0,RC,26501350863347397968869195776,0.629
0,RC,26501887110197598715302117376,0.763
0,RC,26511678199230000005572984832,0.9215
0,RC,26566004181895600950009135104,1.1404999999999998
0,RC,26663488038463600871228833792,0.7024999999999999
0,RC,26751014442242299050753785856,0.79
0,RC,26787671151060901606465732608,0.732
0,RC,26819801922433201464978440192,0.4985
0,RC,26821940765077698442782834688,1.3895
0,RC,26831503754014999019547262976,1.2825
0,RC,26834162439720600537661440000,1.1
0,RC,26841032319297301970344214528,0.6990000000000001
0,RC,26854805599029998558277271552,1.0755
0,RC,26865941014467398806492151808,0.78
0,RC,26875725892454698912267108352,0.658
0,RC,26916938880343301594617479168,0.7805
0,RC,26923864793043600841881157632,1.346
0,RC,26944389699983701551544795136,0.526
0,RC,26957199044609602011661336576,1.162
0,RC,26957261267309799916737396736,0.847
0,RC,26958869415798701356331565056,0.7055
0,RC,26970743127844298500136239104,0.874
0,RC,27007665018291902139638743040,0.826
0,RC,27051074269551897951218958336,0.8049999999999999
0,RC,27063474310059001091054370816,1.3595000000000002
0,RC,27117817796331298113391165440,0.5075000000000001
0,RC,27126525049966599851988746240,1.2639999999999998
0,RC,27136047543675501401396477952,0.835
0,RC,27143804243674698678234251264,1.127
0,RC,27143906674701600096285360128,1.4415
0,RC,27144843594957899454182588416,0.9575
0,RC,27146276685877900673145634816,1.008
0,RC,27155118701157800315694612480,1.1515
0,RC,27161787260123600911897460736,0.542
0,RC,27177688633296401156341235712,1.1135000000000002
0,RC,27183505656842199537238933504,0.7295
0,RC,27187083168935898739430653952,2.3735
0,RC,27191478249113201408974258176,1.0795
0,RC,27230794737124298876820389888,1.4315
0,RC,27273715564844399337593110528,0.8465
0,RC,27279284415189799731866894336,0.676
0,RC,27282162943689500252979593216,0.8425
0,RC,27287233128429601461159067648,0.975
0,RC,27306015921498600605168435200,0.841
0,RC,27320910471160500814497185792,1.217
0,RC,27335850354607998264196202496,0.9359999999999999
0,RC,27350713958336398107793686528,0.684
0,RC,27355415798764798596916183040,1.013
0,RC,27369868183758299887841574912,1.5955
0,RC,27381320345345000876135153664,1.106
0,RC,27387530559019400228669227008,0.9994999999999999
0,RC,27404652104631499703583768576,1.2349999999999999
0,RC,27421950785719698106301284352,1.3865
0,RC,27429222454408300528333225984,1.3925
0,RC,27438527733092302104878383104,1.3485
0,RC,27449760360904098431966904320,0.9875
0,RC,27469026706412599088437526528,0.8194999999999999
0,RC,27479702827043701176510971904,0.8855
0,RC,27481678539080401560075763712,1.2839999999999998
0,RC,27482566193851898581212987392,0.8180000000000001
0,RC,27497002308280701525401010176,0.8334999999999999
0,RC,27501412217703401346585067520,0.4955
0,RC,27503703362691802009450840064,0.944
0,RC,27518325231410602103676076032,0.835
0,RC,27519571107968500847087714304,1.045
0,RC,27524728845817101505150320640,0.966
0,RC,27530450138461199990511370240,0.9159999999999999
0,RC,27533706077622001536161808384,1.439
0,RC,27537170155238500498690539520,0.991
0,RC,27556671135765602153000861696,0.686
0,RC,27578242769362199298271346688,0.531
0,RC,27578416189980101236225998848,0.9655
0,RC,27580653705851598942511300608,0.9935
0,RC,27587722610789401591415832576,1.3145
0,RC,27605579435025700199942062080,1.2025000000000001
0,RC,27605683122619600603470364672,1.3795000000000002
0,RC,27634092804688801965973438464,1.1395
0,RC,27638572474440898231075340288,0.8725
0,RC,27639130259364798378440392704,1.149
0,RC,27639549765615999452532703232,1.1025
0,RC,27642433526670298393027280896,0.9285
0,RC,27643984788233799229887217664,0.375
0,RC,27650124595172199819691163648,0.8325
0,RC,27650138561942798084769579008,1.099
0,RC,27653678189607399642273677312,0.651
0,RC,27653720788186197820841132032,0.741
0,RC,27658372674050500867567648768,1.395
0,RC,27661466744572101966509899776,0.63
0,RC,27663116287869301475323674624,1.0885
0,RC,27667559451466400600577540096,0.659
0,RC,27669788647510498268640444416,0.96
0,RC,27671317384829901733485346816,0.6910000000000001
0,RC,27672556124169400692682784768,0.864
0,RC,27675546841210401232110223360,0.6525000000000001
0,RC,27677150685449898723693821952,0.836
0,RC,27678813024368299009468530688,0.935
0,RC,27686613733396300934810697728,1.1415
0,RC,27689824145132598211064627200,1.0430000000000001
0,RC,27689888035844602059303157760,0.8945000000000001
0,RC,27689909284486897971178242048,0.6445000000000001
0,RC,27690505746602200584236826624,1.0835
0,RC,27691964717765600820462616576,0.5549999999999999
0,RC,27694586807375599892791558144,1.2785
0,RC,27695237633725600757652127744,1.216
0,RC,27698065395035399024891920384,0.8154999999999999
0,RC,27699289490324901830015844352,0.4495
0,RC,27700686567580999179766333440,0.739
0,RC,27700825678441099152232284160,1.626
0,RC,27701478200288299719306772480,0.9805
0,RC,27704523298118900887261806592,0.5505
0,RC,27709014681408300044550930432,0.9325
0,RC,27710486952323798253963313152,0.828
0,RC,27711205653626301494681665536,0.7545
0,RC,27712420388910100687259435008,0.6205
0,RC,27712689296926500612827250688,0.9315
0,RC,27713431220237601406720147456,0.5865
0,RC,27715207141373400679953989632,1.145
0,RC,27721792897442299077160075264,0.6755
0,RC,27722290876858000035320692736,0.914
0,RC,27723525971671199348663779328,0.771
0,RC,27725507984175797818630340608,0.733
0,RC,27726538226948200399422619648,0.4715
0,RC,27726781103499601300718354432,0.94
0,RC,27727085598078400003957587968,1.8610000000000002
0,RC,27729349885520899208025997312,0.5549999999999999
0,RC,27733177703727199423972769792,0.8825000000000001
0,RC,27735806654799001226015932416,0.7805
0,RC,27736489513461299467660558336,1.026
0,RC,27737805194770399335372816384,0.8245
0,RC,27754997316042498670011088896,1.0675
0,RC,27757473148521701161994027008,0.8545
0,RC,27770878613611401049635028992,0.2875
0,RC,27771256097354000922304315392,1.028
0,RC,27771601128595001319964540928,0.6755
0,RC,27779606194816699579502690304,0.862
0,RC,27782700189158699120635936768,0.7545
0,RC,27782950704411100101570723840,1.213
0,RC,27784081114883398470492749824,0.571
0,RC,27784422286231100802000224256,0.944
0,RC,27792570572505100719948300288,0.755
0,RC,27795842421405800467504562176,0.856
0,RC,27799959621646400549541642240,0.9275
0,RC,27799993031712799799971414016,1.182
0,RC,27800250408464800322336849920,1.317
0,RC,27801616568912901774235402240,0.87
0,RC,27801644373574200739837771776,0.93
0,RC,27801949733681401604717150208,1.0154999999999998
0,RC,27802736543359699942138445824,0.768
0,RC,27803549758740700213484191744,0.8015000000000001
0,RC,27803554708495801836879478784,0.9450000000000001
0,RC,27803584371349497861594152960,0.8145
0,RC,27805053901724101065001926656,0.8725
0,RC,27806835580500499884463357952,1.052
0,RC,27807640006116101394962317312,0.79
0,RC,27808175278457399261295280128,0.9265
0,RC,27815615425585299130379403264,0.984
0,RC,27822649557979698996644413440,0.862
0,RC,27824248686465101781236973568,0.823
0,RC,27828563426076099268417945600,0.9075
0,RC,27829925111797300094474125312,1.6400000000000001
0,RC,27833952793506199782801014784,0.8055
0,RC,27853402635574298503744061440,0.3775
0,RC,27854741050903798593924104192,0.906
0,RC,27855862830643000114310807552,0.836
0,RC,27863963020298899093190606848,1.0975000000000001
0,RC,27865169972857400159471927296,0.4875
0,RC,27870301868259901699862298624,1.126
0,RP,26113927880199200565234761728,0.613
0,RP,26475955286121301473729970176,0.8505
0,RP,26501350863347397968869195776,0.676
0,RP,26501887110197598715302117376,0.692
0,RP,26511678199230000005572984832,0.8325
0,RP,26566004181895600950009135104,1.1075
0,RP,26663488038463600871228833792,0.8194999999999999
0,RP,26751014442242299050753785856,0.7484999999999999
0,RP,26787671151060901606465732608,0.6305000000000001
0,RP,26819801922433201464978440192,0.4895
0,RP,26821940765077698442782834688,1.2525
0,RP,26831503754014999019547262976,1.181
0,RP,26834162439720600537661440000,1.0190000000000001
0,RP,26841032319297301970344214528,0.432
0,RP,26854805599029998558277271552,1.1315
0,RP,26865941014467398806492151808,1.449
0,RP,26875725892454698912267108352,0.6835
0,RP,26916938880343301594617479168,0.785
0,RP,26923864793043600841881157632,0.7845
0,RP,26944389699983701551544795136,0.635
0,RP,26957199044609602011661336576,0.9584999999999999
0,RP,26957261267309799916737396736,0.772
0,RP,26958869415798701356331565056,0.663
0,RP,26970743127844298500136239104,0.856
0,RP,27007665018291902139638743040,0.839
0,RP,27051074269551897951218958336,0.5155000000000001
0,RP,27063474310059001091054370816,0.9299999999999999
0,RP,27117817796331298113391165440,0.662
0,RP,27126525049966599851988746240,1.1629999999999998
0,RP,27136047543675501401396477952,0.567
0,RP,27143804243674698678234251264,0.8625
0,RP,27143906674701600096285360128,1.3904999999999998
0,RP,27144843594957899454182588416,0.845
0,RP,27146276685877900673145634816,1.349
0,RP,27155118701157800315694612480,1.345
0,RP,27161787260123600911897460736,0.6385000000000001
0,RP,27177688633296401156341235712,1.216
0,RP,27183505656842199537238933504,0.6205
0,RP,27187083168935898739430653952,1.8195000000000001
0,RP,27191478249113201408974258176,1.2225000000000001
0,RP,27230794737124298876820389888,1.2435
0,RP,27273715564844399337593110528,0.6695
0,RP,27279284415189799731866894336,0.707
0,RP,27282162943689500252979593216,0.902
0,RP,27287233128429601461159067648,0.7615000000000001
0,RP,27306015921498600605168435200,0.889
0,RP,27320910471160500814497185792,1.088
0,RP,27335850354607998264196202496,0.838
0,RP,27350713958336398107793686528,0.716
0,RP,27355415798764798596916183040,0.965
0,RP,27369868183758299887841574912,1.3335
0,RP,27381320345345000876135153664,1.0845
0,RP,27387530559019400228669227008,1.1415
0,RP,27404652104631499703583768576,1.0939999999999999
0,RP,27421950785719698106301284352,1.142
0,RP,27429222454408300528333225984,0.71
0,RP,27438527733092302104878383104,1.3345
0,RP,27449760360904098431966904320,0.99
0,RP,27469026706412599088437526528,0.6995
0,RP,27479702827043701176510971904,1.2320000000000002
0,RP,27481678539080401560075763712,1.5924999999999998
0,RP,27482566193851898581212987392,0.735
0,RP,27497002308280701525401010176,0.9075
0,RP,27501412217703401346585067520,0.459
0,RP,27503703362691802009450840064,0.889
0,RP,27518325231410602103676076032,0.8454999999999999
0,RP,27519571107968500847087714304,1.0190000000000001
0,RP,27524728845817101505150320640,1.0255
0,RP,27530450138461199990511370240,1.1920000000000002
0,RP,27533706077622001536161808384,1.439
0,RP,27537170155238500498690539520,0.9484999999999999
0,RP,27556671135765602153000861696,0.8945000000000001
0,RP,27578242769362199298271346688,0.5375000000000001
0,RP,27578416189980101236225998848,0.766
0,RP,27580653705851598942511300608,0.87
0,RP,27587722610789401591415832576,1.2885
0,RP,27605579435025700199942062080,1.3815
0,RP,27605683122619600603470364672,1.2679999999999998
0,RP,27634092804688801965973438464,1.1669999999999998
0,RP,27638572474440898231075340288,0.891
0,RP,27639130259364798378440392704,1.056
0,RP,27639549765615999452532703232,0.9844999999999999
0,RP,27642433526670298393027280896,1.017
0,RP,27643984788233799229887217664,0.5115000000000001
0,RP,27650124595172199819691163648,0.904
0,RP,27650138561942798084769579008,1.104
0,RP,27653678189607399642273677312,0.6865
0,RP,27653720788186197820841132032,0.7895000000000001
0,RP,27658372674050500867567648768,1.1745
0,RP,27661466744572101966509899776,0.6365000000000001
0,RP,27663116287869301475323674624,0.7364999999999999
0,RP,27667559451466400600577540096,0.7815000000000001
0,RP,27669788647510498268640444416,1.0535
0,RP,27671317384829901733485346816,0.7605
0,RP,27672556124169400692682784768,0.92
0,RP,27675546841210401232110223360,0.6445000000000001
0,RP,27677150685449898723693821952,0.8075
0,RP,27678813024368299009468530688,0.881
0,RP,27686613733396300934810697728,0.9564999999999999
0,RP,27689824145132598211064627200,1.0735000000000001
0,RP,27689888035844602059303157760,0.769
0,RP,27689909284486897971178242048,0.635
0,RP,27690505746602200584236826624,1.0870000000000002
0,RP,27691964717765600820462616576,0.6565000000000001
0,RP,27694586807375599892791558144,0.9705
0,RP,27695237633725600757652127744,1.3365
0,RP,27698065395035399024891920384,0.9095
0,RP,27699289490324901830015844352,0.5685
0,RP,27700686567580999179766333440,0.692
0,RP,27700825678441099152232284160,1.577
0,RP,27701478200288299719306772480,1.125
0,RP,27704523298118900887261806592,0.4165
0,RP,27709014681408300044550930432,0.8374999999999999
0,RP,27710486952323798253963313152,0.929
0,RP,27711205653626301494681665536,0.777
0,RP,27712420388910100687259435008,0.609
0,RP,27712689296926500612827250688,0.9604999999999999
0,RP,27713431220237601406720147456,0.6455
0,RP,27715207141373400679953989632,1.1724999999999999
0,RP,27721792897442299077160075264,0.847
0,RP,27722290876858000035320692736,0.7915000000000001
0,RP,27723525971671199348663779328,0.783
0,RP,27725507984175797818630340608,1.0525
0,RP,27726538226948200399422619648,0.458
0,RP,27726781103499601300718354432,0.9755
0,RP,27727085598078400003957587968,1.4125
0,RP,27729349885520899208025997312,0.617
0,RP,27733177703727199423972769792,0.8125
0,RP,27735806654799001226015932416,0.7315
0,RP,27736489513461299467660558336,1.0905
0,RP,27737805194770399335372816384,1.0345
0,RP,27754997316042498670011088896,0.9844999999999999
0,RP,27757473148521701161994027008,0.7715000000000001
0,RP,27770878613611401049635028992,0.6885
0,RP,27771256097354000922304315392,0.981
0,RP,27771601128595001319964540928,0.621
0,RP,27779606194816699579502690304,0.773
0,RP,27782700189158699120635936768,0.9909999999999999
0,RP,27782950704411100101570723840,1.3105
0,RP,27784081114883398470492749824,0.532
0,RP,27784422286231100802000224256,0.8215
0,RP,27792570572505100719948300288,0.7575000000000001
