exp,learning context,id,Reaction time
0,RP,27795842421405800467504562176,0.7945
0,RP,27799959621646400549541642240,0.9424999999999999
0,RP,27799993031712799799971414016,1.0705
0,RP,27800250408464800322336849920,0.9530000000000001
0,RP,27801616568912901774235402240,0.677
0,RP,27801644373574200739837771776,0.835
0,RP,27801949733681401604717150208,1.1005
0,RP,27802736543359699942138445824,0.706
0,RP,27803549758740700213484191744,1.044
0,RP,27803554708495801836879478784,1.169
0,RP,27803584371349497861594152960,0.7925
0,RP,27805053901724101065001926656,0.9045000000000001
0,RP,27806835580500499884463357952,0.8875
0,RP,27807640006116101394962317312,0.723
0,RP,27808175278457399261295280128,0.817
0,RP,27815615425585299130379403264,0.9435
0,RP,27822649557979698996644413440,0.7175
0,RP,27824248686465101781236973568,0.7525
0,RP,27828563426076099268417945600,0.638
0,RP,27829925111797300094474125312,1.4100000000000001
0,RP,27833952793506199782801014784,0.439
0,RP,27853402635574298503744061440,0.367
0,RP,27854741050903798593924104192,0.908
0,RP,27855862830643000114310807552,0.7030000000000001
0,RP,27863963020298899093190606848,1.0350000000000001
0,RP,27865169972857400159471927296,0.7975
0,RP,27870301868259901699862298624,1.0545
1,PC,26113927880199200565234761728,0.762
1,PC,26475955286121301473729970176,0.812
1,PC,26501350863347397968869195776,0.5495000000000001
1,PC,26501887110197598715302117376,0.823
1,PC,26511678199230000005572984832,0.817
1,PC,26566004181895600950009135104,1.1235
1,PC,26663488038463600871228833792,0.9984999999999999
1,PC,26751014442242299050753785856,0.802
1,PC,26787671151060901606465732608,0.894
1,PC,26819801922433201464978440192,0.575
1,PC,26821940765077698442782834688,0.6805
1,PC,26831503754014999019547262976,0.885
1,PC,26834162439720600537661440000,0.826
1,PC,26841032319297301970344214528,0.4765
1,PC,26854805599029998558277271552,0.859
1,PC,26865941014467398806492151808,0.4055
1,PC,26875725892454698912267108352,0.657
1,PC,26916938880343301594617479168,0.8394999999999999
1,PC,26923864793043600841881157632,1.0835
1,PC,26944389699983701551544795136,0.791
1,PC,26957199044609602011661336576,1.096
1,PC,26957261267309799916737396736,0.575
1,PC,26958869415798701356331565056,0.6910000000000001
1,PC,26970743127844298500136239104,0.9325
1,PC,27007665018291902139638743040,0.685
1,PC,27051074269551897951218958336,0.517
1,PC,27063474310059001091054370816,0.7985
1,PC,27117817796331298113391165440,0.71
1,PC,27126525049966599851988746240,1.054
1,PC,27136047543675501401396477952,0.5585
1,PC,27143804243674698678234251264,0.694
1,PC,27143906674701600096285360128,1.5579999999999998
1,PC,27144843594957899454182588416,0.915
1,PC,27146276685877900673145634816,0.7464999999999999
1,PC,27155118701157800315694612480,1.11
1,PC,27161787260123600911897460736,0.572
1,PC,27177688633296401156341235712,0.9664999999999999
1,PC,27183505656842199537238933504,0.6605000000000001
1,PC,27187083168935898739430653952,1.376
1,PC,27191478249113201408974258176,1.541
1,PC,27230794737124298876820389888,0.8514999999999999
1,PC,27273715564844399337593110528,0.809
1,PC,27279284415189799731866894336,0.701
1,PC,27282162943689500252979593216,0.827
1,PC,27287233128429601461159067648,0.7845
1,PC,27306015921498600605168435200,0.6375
1,PC,27320910471160500814497185792,1.2469999999999999
1,PC,27335850354607998264196202496,0.672
1,PC,27350713958336398107793686528,0.6105
1,PC,27355415798764798596916183040,1.049
1,PC,27369868183758299887841574912,0.8175
1,PC,27381320345345000876135153664,1.062
1,PC,27387530559019400228669227008,0.9964999999999999
1,PC,27404652104631499703583768576,1.105
1,PC,27421950785719698106301284352,0.8265
1,PC,27429222454408300528333225984,0.8440000000000001
1,PC,27438527733092302104878383104,1.2525
1,PC,27449760360904098431966904320,1.032
1,PC,27469026706412599088437526528,0.6665000000000001
1,PC,27479702827043701176510971904,0.7985
1,PC,27481678539080401560075763712,0.7464999999999999
1,PC,27482566193851898581212987392,0.737
1,PC,27497002308280701525401010176,0.908
1,PC,27501412217703401346585067520,0.71
1,PC,27503703362691802009450840064,0.7195
1,PC,27518325231410602103676076032,0.7075
1,PC,27519571107968500847087714304,0.9510000000000001
1,PC,27524728845817101505150320640,0.8385
1,PC,27530450138461199990511370240,1.361
1,PC,27533706077622001536161808384,0.998
1,PC,27537170155238500498690539520,0.7075
1,PC,27556671135765602153000861696,0.877
1,PC,27578242769362199298271346688,0.502
1,PC,27578416189980101236225998848,0.8005
1,PC,27580653705851598942511300608,0.8445
1,PC,27587722610789401591415832576,1.315
1,PC,27605579435025700199942062080,1.2675
1,PC,27605683122619600603470364672,1.1205
1,PC,27634092804688801965973438464,1.666
1,PC,27638572474440898231075340288,0.8265
1,PC,27639130259364798378440392704,0.9099999999999999
1,PC,27639549765615999452532703232,0.545
1,PC,27642433526670298393027280896,0.6555
1,PC,27643984788233799229887217664,1.309
1,PC,27650124595172199819691163648,0.865
1,PC,27650138561942798084769579008,1.221
1,PC,27653678189607399642273677312,0.74
1,PC,27653720788186197820841132032,0.796
1,PC,27658372674050500867567648768,1.745
1,PC,27661466744572101966509899776,0.4925
1,PC,27663116287869301475323674624,0.771
1,PC,27667559451466400600577540096,0.688
1,PC,27669788647510498268640444416,1.5095
1,PC,27671317384829901733485346816,0.6
1,PC,27672556124169400692682784768,0.8025
1,PC,27675546841210401232110223360,0.7084999999999999
1,PC,27677150685449898723693821952,0.714
1,PC,27678813024368299009468530688,0.712
1,PC,27686613733396300934810697728,0.9185000000000001
1,PC,27689824145132598211064627200,0.7335
1,PC,27689888035844602059303157760,0.868
1,PC,27689909284486897971178242048,1.7735
1,PC,27690505746602200584236826624,1.057
1,PC,27691964717765600820462616576,0.5005
1,PC,27694586807375599892791558144,1.1145
1,PC,27695237633725600757652127744,1.4809999999999999
1,PC,27698065395035399024891920384,0.4625
1,PC,27699289490324901830015844352,0.6865
1,PC,27700686567580999179766333440,0.6975
1,PC,27700825678441099152232284160,0.8385
1,PC,27701478200288299719306772480,1.0514999999999999
1,PC,27704523298118900887261806592,0.668
1,PC,27709014681408300044550930432,1.73
1,PC,27710486952323798253963313152,0.635
1,PC,27711205653626301494681665536,0.613
1,PC,27712420388910100687259435008,0.792
1,PC,27712689296926500612827250688,0.8305
1,PC,27713431220237601406720147456,0.8574999999999999
1,PC,27715207141373400679953989632,1.4905
1,PC,27721792897442299077160075264,0.605
1,PC,27722290876858000035320692736,0.7735000000000001
1,PC,27723525971671199348663779328,0.786
1,PC,27725507984175797818630340608,0.912
1,PC,27726538226948200399422619648,0.4325
1,PC,27726781103499601300718354432,0.961
1,PC,27727085598078400003957587968,1.225
1,PC,27729349885520899208025997312,0.575
1,PC,27733177703727199423972769792,1.1364999999999998
1,PC,27735806654799001226015932416,0.716
1,PC,27736489513461299467660558336,0.935
1,PC,27737805194770399335372816384,0.6805000000000001
1,PC,27754997316042498670011088896,1.237
1,PC,27757473148521701161994027008,0.522
1,PC,27770878613611401049635028992,0.527
1,PC,27771256097354000922304315392,0.7585
1,PC,27771601128595001319964540928,0.678
1,PC,27779606194816699579502690304,0.8185
1,PC,27782700189158699120635936768,0.7415
1,PC,27782950704411100101570723840,1.5025
1,PC,27784081114883398470492749824,0.6915
1,PC,27784422286231100802000224256,0.569
1,PC,27792570572505100719948300288,0.494
1,PC,27795842421405800467504562176,0.719
1,PC,27799959621646400549541642240,0.942
1,PC,27799993031712799799971414016,0.9145000000000001
1,PC,27800250408464800322336849920,0.8634999999999999
1,PC,27801616568912901774235402240,0.5635
1,PC,27801644373574200739837771776,0.766
1,PC,27801949733681401604717150208,0.6174999999999999
1,PC,27802736543359699942138445824,0.759
1,PC,27803549758740700213484191744,0.9584999999999999
1,PC,27803554708495801836879478784,1.1825
1,PC,27803584371349497861594152960,1.968
1,PC,27805053901724101065001926656,0.938
1,PC,27806835580500499884463357952,0.753
1,PC,27807640006116101394962317312,0.7004999999999999
1,PC,27808175278457399261295280128,0.5385
1,PC,27815615425585299130379403264,0.815
1,PC,27822649557979698996644413440,0.534
1,PC,27824248686465101781236973568,0.9924999999999999
1,PC,27828563426076099268417945600,0.6114999999999999
1,PC,27829925111797300094474125312,1.067
1,PC,27833952793506199782801014784,0.677
1,PC,27853402635574298503744061440,0.7825
1,PC,27854741050903798593924104192,0.865
1,PC,27855862830643000114310807552,0.7915000000000001
1,PC,27863963020298899093190606848,0.8494999999999999
1,PC,27865169972857400159471927296,0.47350000000000003
1,PC,27870301868259901699862298624,1.0245
1,PP,26113927880199200565234761728,0.637
1,PP,26475955286121301473729970176,0.75
1,PP,26501350863347397968869195776,0.584
1,PP,26501887110197598715302117376,0.8815
1,PP,26511678199230000005572984832,0.743
1,PP,26566004181895600950009135104,1.251
1,PP,26663488038463600871228833792,0.6975
1,PP,26751014442242299050753785856,0.87
1,PP,26787671151060901606465732608,0.9005000000000001
1,PP,26819801922433201464978440192,0.63
1,PP,26821940765077698442782834688,0.5445
1,PP,26831503754014999019547262976,0.8925000000000001
1,PP,26834162439720600537661440000,0.9319999999999999
1,PP,26841032319297301970344214528,0.5055000000000001
1,PP,26854805599029998558277271552,1.1320000000000001
1,PP,26865941014467398806492151808,0.6679999999999999
1,PP,26875725892454698912267108352,0.7925
1,PP,26916938880343301594617479168,0.951
1,PP,26923864793043600841881157632,1.1004999999999998
1,PP,26944389699983701551544795136,0.8194999999999999
1,PP,26957199044609602011661336576,1.0045
1,PP,26957261267309799916737396736,0.6625000000000001
1,PP,26958869415798701356331565056,0.6125
1,PP,26970743127844298500136239104,0.859
1,PP,27007665018291902139638743040,0.8180000000000001
1,PP,27051074269551897951218958336,0.5985
1,PP,27063474310059001091054370816,0.826
1,PP,27117817796331298113391165440,0.755
1,PP,27126525049966599851988746240,1.02
1,PP,27136047543675501401396477952,0.8734999999999999
1,PP,27143804243674698678234251264,0.692
1,PP,27143906674701600096285360128,1.5385
1,PP,27144843594957899454182588416,1.0005
1,PP,27146276685877900673145634816,0.728
1,PP,27155118701157800315694612480,1.1625
1,PP,27161787260123600911897460736,0.6645000000000001
1,PP,27177688633296401156341235712,0.9125000000000001
1,PP,27183505656842199537238933504,0.6735
1,PP,27187083168935898739430653952,1.229
1,PP,27191478249113201408974258176,1.268
1,PP,27230794737124298876820389888,1.0655000000000001
1,PP,27273715564844399337593110528,0.6935
1,PP,27279284415189799731866894336,0.777
1,PP,27282162943689500252979593216,0.8354999999999999
1,PP,27287233128429601461159067648,0.931
1,PP,27306015921498600605168435200,0.6385000000000001
1,PP,27320910471160500814497185792,1.114
1,PP,27335850354607998264196202496,1.223
1,PP,27350713958336398107793686528,0.5595
1,PP,27355415798764798596916183040,0.9359999999999999
1,PP,27369868183758299887841574912,0.8565
1,PP,27381320345345000876135153664,1.0625
1,PP,27387530559019400228669227008,1.0274999999999999
1,PP,27404652104631499703583768576,1.1345
1,PP,27421950785719698106301284352,0.872
1,PP,27429222454408300528333225984,0.8140000000000001
1,PP,27438527733092302104878383104,1.3325
1,PP,27449760360904098431966904320,1.0034999999999998
1,PP,27469026706412599088437526528,0.64
1,PP,27479702827043701176510971904,1.075
1,PP,27481678539080401560075763712,0.6755
1,PP,27482566193851898581212987392,0.8495
1,PP,27497002308280701525401010176,0.748
1,PP,27501412217703401346585067520,0.7735000000000001
1,PP,27503703362691802009450840064,0.7104999999999999
1,PP,27518325231410602103676076032,0.6765000000000001
1,PP,27519571107968500847087714304,0.8425
1,PP,27524728845817101505150320640,1.0215
1,PP,27530450138461199990511370240,1.389
1,PP,27533706077622001536161808384,0.99
1,PP,27537170155238500498690539520,0.6455
1,PP,27556671135765602153000861696,0.7455
1,PP,27578242769362199298271346688,0.4805
1,PP,27578416189980101236225998848,0.882
1,PP,27580653705851598942511300608,0.9929999999999999
1,PP,27587722610789401591415832576,1.14
1,PP,27605579435025700199942062080,1.58
1,PP,27605683122619600603470364672,1.5735000000000001
1,PP,27634092804688801965973438464,1.783
1,PP,27638572474440898231075340288,0.855
1,PP,27639130259364798378440392704,1.0705
1,PP,27639549765615999452532703232,0.548
1,PP,27642433526670298393027280896,0.6805000000000001
1,PP,27643984788233799229887217664,0.607
1,PP,27650124595172199819691163648,0.765
1,PP,27650138561942798084769579008,0.966
1,PP,27653678189607399642273677312,0.9239999999999999
1,PP,27653720788186197820841132032,0.7975
1,PP,27658372674050500867567648768,1.9115
1,PP,27661466744572101966509899776,0.522
1,PP,27663116287869301475323674624,0.6924999999999999
1,PP,27667559451466400600577540096,0.626
1,PP,27669788647510498268640444416,1.294
1,PP,27671317384829901733485346816,0.6745000000000001
1,PP,27672556124169400692682784768,0.7184999999999999
1,PP,27675546841210401232110223360,0.6875
1,PP,27677150685449898723693821952,0.728
1,PP,27678813024368299009468530688,0.833
1,PP,27686613733396300934810697728,0.684
1,PP,27689824145132598211064627200,0.9824999999999999
1,PP,27689888035844602059303157760,1.3845
1,PP,27689909284486897971178242048,1.2295
1,PP,27690505746602200584236826624,1.04
1,PP,27691964717765600820462616576,0.4905
1,PP,27694586807375599892791558144,1.0615
1,PP,27695237633725600757652127744,1.1404999999999998
1,PP,27698065395035399024891920384,0.441
1,PP,27699289490324901830015844352,0.779
1,PP,27700686567580999179766333440,0.778
1,PP,27700825678441099152232284160,0.855
1,PP,27701478200288299719306772480,1.26
1,PP,27704523298118900887261806592,0.666
1,PP,27709014681408300044550930432,1.3860000000000001
1,PP,27710486952323798253963313152,0.781
1,PP,27711205653626301494681665536,0.644
1,PP,27712420388910100687259435008,0.751
1,PP,27712689296926500612827250688,0.9644999999999999
1,PP,27713431220237601406720147456,1.077
1,PP,27715207141373400679953989632,1.2085
1,PP,27721792897442299077160075264,0.6094999999999999
1,PP,27722290876858000035320692736,0.66
1,PP,27723525971671199348663779328,0.69
1,PP,27725507984175797818630340608,0.9325
1,PP,27726538226948200399422619648,0.395
1,PP,27726781103499601300718354432,0.7555000000000001
1,PP,27727085598078400003957587968,1.313
1,PP,27729349885520899208025997312,0.797
1,PP,27733177703727199423972769792,0.9984999999999999
1,PP,27735806654799001226015932416,0.661
1,PP,27736489513461299467660558336,0.872
1,PP,27737805194770399335372816384,0.748
1,PP,27754997316042498670011088896,1.357
1,PP,27757473148521701161994027008,0.549
1,PP,27770878613611401049635028992,0.545
1,PP,27771256097354000922304315392,0.7204999999999999
1,PP,27771601128595001319964540928,0.5275000000000001
1,PP,27779606194816699579502690304,0.9055
1,PP,27782700189158699120635936768,0.6725000000000001
1,PP,27782950704411100101570723840,1.3275000000000001
1,PP,27784081114883398470492749824,0.6755
1,PP,27784422286231100802000224256,0.671
1,PP,27792570572505100719948300288,0.3975
1,PP,27795842421405800467504562176,0.6585000000000001
1,PP,27799959621646400549541642240,0.813
1,PP,27799993031712799799971414016,0.662
1,PP,27800250408464800322336849920,0.9675
1,PP,27801616568912901774235402240,0.515
1,PP,27801644373574200739837771776,0.749
1,PP,27801949733681401604717150208,0.7284999999999999
1,PP,27802736543359699942138445824,0.75
1,PP,27803549758740700213484191744,0.8394999999999999
1,PP,27803554708495801836879478784,1.118
1,PP,27803584371349497861594152960,1.2970000000000002
1,PP,27805053901724101065001926656,0.933
1,PP,27806835580500499884463357952,0.7035
1,PP,27807640006116101394962317312,0.6885
1,PP,27808175278457399261295280128,0.5765
1,PP,27815615425585299130379403264,0.763
1,PP,27822649557979698996644413440,0.455
1,PP,27824248686465101781236973568,1.126
1,PP,27828563426076099268417945600,0.597
1,PP,27829925111797300094474125312,1.0825
1,PP,27833952793506199782801014784,0.5660000000000001
1,PP,27853402635574298503744061440,0.6884999999999999
1,PP,27854741050903798593924104192,0.675
1,PP,27855862830643000114310807552,0.9864999999999999
1,PP,27863963020298899093190606848,0.664
1,PP,27865169972857400159471927296,0.5589999999999999
1,PP,27870301868259901699862298624,0.9575
1,RC,26113927880199200565234761728,0.674
1,RC,26475955286121301473729970176,0.831
1,RC,26501350863347397968869195776,0.5765
1,RC,26501887110197598715302117376,0.895
1,RC,26511678199230000005572984832,0.9185000000000001
1,RC,26566004181895600950009135104,0.864
1,RC,26663488038463600871228833792,0.6845000000000001
1,RC,26751014442242299050753785856,0.536
1,RC,26787671151060901606465732608,0.838
1,RC,26819801922433201464978440192,0.622
1,RC,26821940765077698442782834688,0.6825000000000001
1,RC,26831503754014999019547262976,0.9564999999999999
1,RC,26834162439720600537661440000,0.7384999999999999
1,RC,26841032319297301970344214528,0.645
1,RC,26854805599029998558277271552,0.831
1,RC,26865941014467398806492151808,0.5660000000000001
1,RC,26875725892454698912267108352,0.668
1,RC,26916938880343301594617479168,0.871
1,RC,26923864793043600841881157632,1.1615
1,RC,26944389699983701551544795136,0.8645
1,RC,26957199044609602011661336576,1.0165
1,RC,26957261267309799916737396736,0.732
1,RC,26958869415798701356331565056,0.6475
1,RC,26970743127844298500136239104,0.835
1,RC,27007665018291902139638743040,0.755
1,RC,27051074269551897951218958336,0.654
1,RC,27063474310059001091054370816,0.9245000000000001
1,RC,27117817796331298113391165440,0.8474999999999999
1,RC,27126525049966599851988746240,0.825
1,RC,27136047543675501401396477952,0.7785
1,RC,27143804243674698678234251264,0.719
1,RC,27143906674701600096285360128,1.487
1,RC,27144843594957899454182588416,0.9915
1,RC,27146276685877900673145634816,0.7665
1,RC,27155118701157800315694612480,1.06
1,RC,27161787260123600911897460736,0.576
1,RC,27177688633296401156341235712,1.0030000000000001
1,RC,27183505656842199537238933504,0.6695
1,RC,27187083168935898739430653952,1.4969999999999999
1,RC,27191478249113201408974258176,1.3530000000000002
1,RC,27230794737124298876820389888,0.8089999999999999
1,RC,27273715564844399337593110528,0.6665000000000001
1,RC,27279284415189799731866894336,0.658
1,RC,27282162943689500252979593216,0.9239999999999999
1,RC,27287233128429601461159067648,0.906
1,RC,27306015921498600605168435200,1.134
1,RC,27320910471160500814497185792,0.87
1,RC,27335850354607998264196202496,0.7815000000000001
1,RC,27350713958336398107793686528,0.5785
1,RC,27355415798764798596916183040,1.1675
1,RC,27369868183758299887841574912,0.8734999999999999
1,RC,27381320345345000876135153664,0.7695000000000001
1,RC,27387530559019400228669227008,1.1915
1,RC,27404652104631499703583768576,1.2295
1,RC,27421950785719698106301284352,0.8414999999999999
1,RC,27429222454408300528333225984,0.8815
1,RC,27438527733092302104878383104,1.2065000000000001
1,RC,27449760360904098431966904320,0.925
1,RC,27469026706412599088437526528,0.597
1,RC,27479702827043701176510971904,0.9315
1,RC,27481678539080401560075763712,0.7315
1,RC,27482566193851898581212987392,1.062
1,RC,27497002308280701525401010176,0.7755000000000001
1,RC,27501412217703401346585067520,0.7355
1,RC,27503703362691802009450840064,0.794
1,RC,27518325231410602103676076032,0.786
1,RC,27519571107968500847087714304,0.9604999999999999
1,RC,27524728845817101505150320640,0.84
1,RC,27530450138461199990511370240,1.1604999999999999
1,RC,27533706077622001536161808384,1.107
1,RC,27537170155238500498690539520,0.615
1,RC,27556671135765602153000861696,0.891
1,RC,27578242769362199298271346688,0.532
1,RC,27578416189980101236225998848,0.872
1,RC,27580653705851598942511300608,0.8925000000000001
1,RC,27587722610789401591415832576,1.3345
1,RC,27605579435025700199942062080,1.2805
1,RC,27605683122619600603470364672,1.1885
1,RC,27634092804688801965973438464,1.6905000000000001
1,RC,27638572474440898231075340288,0.9305000000000001
1,RC,27639130259364798378440392704,1.034
1,RC,27639549765615999452532703232,0.63
1,RC,27642433526670298393027280896,0.6665000000000001
1,RC,27643984788233799229887217664,0.5854999999999999
1,RC,27650124595172199819691163648,0.792
1,RC,27650138561942798084769579008,1.143
1,RC,27653678189607399642273677312,0.977
1,RC,27653720788186197820841132032,0.873
1,RC,27658372674050500867567648768,1.7854999999999999
1,RC,27661466744572101966509899776,0.5569999999999999
1,RC,27663116287869301475323674624,0.7275
1,RC,27667559451466400600577540096,0.6405000000000001
1,RC,27669788647510498268640444416,1.214
1,RC,27671317384829901733485346816,0.639
1,RC,27672556124169400692682784768,0.777
1,RC,27675546841210401232110223360,0.6839999999999999
1,RC,27677150685449898723693821952,0.668
1,RC,27678813024368299009468530688,0.779
1,RC,27686613733396300934810697728,1.053
1,RC,27689824145132598211064627200,0.7455
1,RC,27689888035844602059303157760,1.0099999999999998
1,RC,27689909284486897971178242048,1.185
1,RC,27690505746602200584236826624,1.1444999999999999
1,RC,27691964717765600820462616576,0.554
1,RC,27694586807375599892791558144,1.0095
1,RC,27695237633725600757652127744,1.298
1,RC,27698065395035399024891920384,0.46199999999999997
1,RC,27699289490324901830015844352,0.7645
1,RC,27700686567580999179766333440,0.616
1,RC,27700825678441099152232284160,0.9345
1,RC,27701478200288299719306772480,1.0675
1,RC,27704523298118900887261806592,0.7555000000000001
1,RC,27709014681408300044550930432,1.5514999999999999
1,RC,27710486952323798253963313152,0.7355
1,RC,27711205653626301494681665536,0.708
1,RC,27712420388910100687259435008,0.5765
1,RC,27712689296926500612827250688,0.8654999999999999
1,RC,27713431220237601406720147456,0.769
1,RC,27715207141373400679953989632,1.393
1,RC,27721792897442299077160075264,0.535
1,RC,27722290876858000035320692736,0.7144999999999999
1,RC,27723525971671199348663779328,0.9105000000000001
1,RC,27725507984175797818630340608,0.789
1,RC,27726538226948200399422619648,0.4665
1,RC,27726781103499601300718354432,0.705
1,RC,27727085598078400003957587968,1.6395
1,RC,27729349885520899208025997312,0.8035000000000001
1,RC,27733177703727199423972769792,1.244
1,RC,27735806654799001226015932416,0.9575
1,RC,27736489513461299467660558336,0.967
1,RC,27737805194770399335372816384,0.718
1,RC,27754997316042498670011088896,1.0430000000000001
1,RC,27757473148521701161994027008,0.728
1,RC,27770878613611401049635028992,0.489
1,RC,27771256097354000922304315392,0.9135
1,RC,27771601128595001319964540928,0.612
1,RC,27779606194816699579502690304,0.9470000000000001
1,RC,27782700189158699120635936768,0.799
1,RC,27782950704411100101570723840,1.3305
1,RC,27784081114883398470492749824,0.659
1,RC,27784422286231100802000224256,0.745
1,RC,27792570572505100719948300288,0.495
1,RC,27795842421405800467504562176,0.8434999999999999
1,RC,27799959621646400549541642240,0.915
1,RC,27799993031712799799971414016,0.884
1,RC,27800250408464800322336849920,0.9804999999999999
1,RC,27801616568912901774235402240,0.5569999999999999
1,RC,27801644373574200739837771776,0.7415
1,RC,27801949733681401604717150208,0.5245
1,RC,27802736543359699942138445824,0.75
1,RC,27803549758740700213484191744,1.0105
1,RC,27803554708495801836879478784,1.2295
1,RC,27803584371349497861594152960,1.758
1,RC,27805053901724101065001926656,1.0245
1,RC,27806835580500499884463357952,0.77
1,RC,27807640006116101394962317312,0.7985
1,RC,27808175278457399261295280128,0.672
1,RC,27815615425585299130379403264,0.8354999999999999
1,RC,27822649557979698996644413440,0.454
1,RC,27824248686465101781236973568,0.9904999999999999
1,RC,27828563426076099268417945600,0.6275
1,RC,27829925111797300094474125312,1.1
1,RC,27833952793506199782801014784,0.6094999999999999
1,RC,27853402635574298503744061440,0.6885
1,RC,27854741050903798593924104192,0.843
1,RC,27855862830643000114310807552,0.8274999999999999
1,RC,27863963020298899093190606848,0.9390000000000001
1,RC,27865169972857400159471927296,0.5994999999999999
1,RC,27870301868259901699862298624,0.9635
1,RP,26113927880199200565234761728,0.6990000000000001
1,RP,26475955286121301473729970176,0.829
1,RP,26501350863347397968869195776,0.54
1,RP,26501887110197598715302117376,0.8614999999999999
1,RP,26511678199230000005572984832,0.942
1,RP,26566004181895600950009135104,0.9475
1,RP,26663488038463600871228833792,0.7224999999999999
1,RP,26751014442242299050753785856,1.1305
1,RP,26787671151060901606465732608,0.7835000000000001
1,RP,26819801922433201464978440192,0.642
1,RP,26821940765077698442782834688,0.719
1,RP,26831503754014999019547262976,0.8354999999999999
1,RP,26834162439720600537661440000,0.899
1,RP,26841032319297301970344214528,0.4315
1,RP,26854805599029998558277271552,1.0165
1,RP,26865941014467398806492151808,1.2835
1,RP,26875725892454698912267108352,0.638
1,RP,26916938880343301594617479168,0.962
1,RP,26923864793043600841881157632,1.102
1,RP,26944389699983701551544795136,0.8314999999999999
1,RP,26957199044609602011661336576,1.0585
1,RP,26957261267309799916737396736,0.795
1,RP,26958869415798701356331565056,0.629
1,RP,26970743127844298500136239104,0.8755
1,RP,27007665018291902139638743040,0.6375
1,RP,27051074269551897951218958336,0.5865
1,RP,27063474310059001091054370816,0.8875
1,RP,27117817796331298113391165440,0.648
1,RP,27126525049966599851988746240,1.3085
1,RP,27136047543675501401396477952,0.81
1,RP,27143804243674698678234251264,0.741
1,RP,27143906674701600096285360128,1.3825
1,RP,27144843594957899454182588416,0.896
1,RP,27146276685877900673145634816,0.8214999999999999
1,RP,27155118701157800315694612480,1.0825
1,RP,27161787260123600911897460736,0.4665
1,RP,27177688633296401156341235712,0.909
1,RP,27183505656842199537238933504,0.7375
1,RP,27187083168935898739430653952,1.074
1,RP,27191478249113201408974258176,1.2850000000000001
1,RP,27230794737124298876820389888,1.079
1,RP,27273715564844399337593110528,0.6485000000000001
1,RP,27279284415189799731866894336,0.689
1,RP,27282162943689500252979593216,0.7735000000000001
1,RP,27287233128429601461159067648,1.1044999999999998
1,RP,27306015921498600605168435200,0.6105
1,RP,27320910471160500814497185792,1.101
1,RP,27335850354607998264196202496,0.6785000000000001
1,RP,27350713958336398107793686528,0.7175
1,RP,27355415798764798596916183040,1.4449999999999998
1,RP,27369868183758299887841574912,0.744
1,RP,27381320345345000876135153664,1.0025
1,RP,27387530559019400228669227008,1.2645
1,RP,27404652104631499703583768576,1.2000000000000002
1,RP,27421950785719698106301284352,0.8125
1,RP,27429222454408300528333225984,0.9530000000000001
1,RP,27438527733092302104878383104,1.2854999999999999
1,RP,27449760360904098431966904320,0.767
1,RP,27469026706412599088437526528,0.5694999999999999
1,RP,27479702827043701176510971904,1.2469999999999999
1,RP,27481678539080401560075763712,1.0675
1,RP,27482566193851898581212987392,0.81
1,RP,27497002308280701525401010176,0.808
1,RP,27501412217703401346585067520,0.7304999999999999
1,RP,27503703362691802009450840064,0.7135
1,RP,27518325231410602103676076032,0.774
1,RP,27519571107968500847087714304,0.9835
1,RP,27524728845817101505150320640,0.8365
1,RP,27530450138461199990511370240,1.074
1,RP,27533706077622001536161808384,0.861
1,RP,27537170155238500498690539520,0.8320000000000001
1,RP,27556671135765602153000861696,0.853
1,RP,27578242769362199298271346688,0.5345
1,RP,27578416189980101236225998848,0.763
1,RP,27580653705851598942511300608,0.965
1,RP,27587722610789401591415832576,1.1949999999999998
1,RP,27605579435025700199942062080,1.3685
1,RP,27605683122619600603470364672,1.427
1,RP,27634092804688801965973438464,1.7235
1,RP,27638572474440898231075340288,0.897
1,RP,27639130259364798378440392704,1.0554999999999999
1,RP,27639549765615999452532703232,0.6094999999999999
1,RP,27642433526670298393027280896,0.6735
1,RP,27643984788233799229887217664,0.6875
1,RP,27650124595172199819691163648,0.8049999999999999
1,RP,27650138561942798084769579008,1.185
1,RP,27653678189607399642273677312,0.897
1,RP,27653720788186197820841132032,0.6895
1,RP,27658372674050500867567648768,1.4765000000000001
1,RP,27661466744572101966509899776,0.4185
1,RP,27663116287869301475323674624,0.7304999999999999
1,RP,27667559451466400600577540096,0.6435
1,RP,27669788647510498268640444416,1.371
1,RP,27671317384829901733485346816,1.1680000000000001
1,RP,27672556124169400692682784768,0.9245000000000001
1,RP,27675546841210401232110223360,0.801
1,RP,27677150685449898723693821952,0.6445000000000001
1,RP,27678813024368299009468530688,0.9295
1,RP,27686613733396300934810697728,0.8979999999999999
1,RP,27689824145132598211064627200,0.8300000000000001
1,RP,27689888035844602059303157760,0.8545
1,RP,27689909284486897971178242048,1.3625
1,RP,27690505746602200584236826624,1.0905
1,RP,27691964717765600820462616576,0.4955
1,RP,27694586807375599892791558144,0.8734999999999999
1,RP,27695237633725600757652127744,1.194
1,RP,27698065395035399024891920384,0.4535
1,RP,27699289490324901830015844352,1.0325
1,RP,27700686567580999179766333440,0.574
1,RP,27700825678441099152232284160,0.995
1,RP,27701478200288299719306772480,1.093
1,RP,27704523298118900887261806592,0.6455
1,RP,27709014681408300044550930432,1.438
