session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Sex,First Language,Current Country of Residence,Nationality,Country of Birth,Student Status,Employment Status
5ad4b93927c301000101d063,58f4a7947b2e410001c2edde,Approved,2018-04-16 14:54:49.181000,2018-04-16 15:13:02.489000,1093.308,59,227,5,100,2018-05-03 14:23:04.496000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4b944646c6f00015c0d10,5932ccd3cf0d9600010e91c3,Approved,2018-04-16 14:55:00.334000,2018-04-16 15:17:48.906000,1368.572,58,256,0,100,2018-05-03 14:24:55.597000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,"Not in paid work (e.g. homemaker, retired or disabled)"
5ad4b9a07034f3000175f9f4,594e17600f31490001c79e0c,Approved,2018-04-16 14:56:32.546000,2018-04-16 15:16:38.590000,1206.044,47,126,0,100,2018-05-03 14:23:05.612000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,"Not in paid work (e.g. homemaker, retired or disabled)"
5ad4b9b57bf53f0001e671c2,5a0dc5fbab721b0001ef8254,Approved,2018-04-16 14:56:53.650000,2018-04-16 15:13:18.073000,984.423,52,156,0,100,2018-05-03 14:23:06.621000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,Yes,"Not in paid work (e.g. homemaker, retired or disabled)"
5ad4b9bc7bf53f0001e671c7,5992edfc3ae1c8000110610b,Approved,2018-04-16 14:57:00.439000,2018-04-16 15:12:49.060000,948.621,28,213,3,100,2018-05-03 14:24:17.891000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4ba3c5258b4000173121e,58fa36995214e3000193281c,Approved,2018-04-16 14:59:08.235000,2018-04-16 15:13:48.239000,880.004,33,199,0,100,2018-05-03 14:24:57.320000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4bb27e6a9130001d68e1f,58de87badc82640001b174f0,Approved,2018-04-16 15:03:03.304000,2018-04-16 15:19:09.944000,966.64,44,190,4,100,2018-05-03 14:24:20.067000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Part-Time
5ad4bb5427c301000101d087,58cc4fcac7ed3f000116e5dd,Approved,2018-04-16 15:03:47.941000,2018-04-16 15:23:57.315000,1209.374,41,223,5,100,2018-05-03 14:24:21.219000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,Part-Time
5ad4bb61faa35e0001b8fa9f,57d0db6cf7bcd90001cd47bc,Approved,2018-04-16 15:04:00.591000,2018-04-16 15:23:56.215000,1195.624,43,336,2,100,2018-05-03 14:23:07.598000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,"Not in paid work (e.g. homemaker, retired or disabled)"
5ad4bb81ec723b0001f51067,595a962284f571000111c041,Approved,2018-04-16 15:04:33.123000,2018-04-16 15:19:46.173000,913.05,33,256,2,100,2018-05-03 14:23:08.843000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Part-Time
5ad4bd275451e9000143fcde,571a861d838a4e0013b1860a,Approved,2018-04-16 15:11:35.189000,2018-04-16 15:28:30.657000,1015.468,45,338,3,100,2018-05-03 14:25:29.890000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4bd656e74be00014e5b90,58d8fcb9f94de20001fbcd0d,Approved,2018-04-16 15:12:37.579000,2018-04-16 15:27:16.345000,878.766,43,270,3,100,2018-05-03 14:23:10.687000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4bdbcccb4ce00015232a2,598993dbb78fa90001adfbf0,Approved,2018-04-16 15:14:04.336000,2018-04-16 15:28:55.405000,891.069,45,170,5,99,2018-05-03 14:25:31.338000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Part-Time
5ad4be26e70460000154240e,59d68eac8fd07a0001841f78,Approved,2018-04-16 15:15:50.386000,2018-04-16 15:31:17.275000,926.889,32,157,4,100,2018-05-03 14:25:33.634000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4beaf650e7500018bfe2d,566feba6b937e400052d33b2,Approved,2018-04-16 15:18:07.686000,2018-04-16 15:32:48.228000,880.542,36,1327,11,100,2018-05-03 14:23:11.663000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4bf1f0f5d3900016a4ebd,5a01d465df3fa800015c305d,Approved,2018-04-16 15:19:59.796000,2018-04-16 15:35:15.598000,915.802,54,150,1,100,2018-05-03 14:24:59.079000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4c1ac5451e9000143fd22,59d4fb316cc82800013e32d3,Approved,2018-04-16 15:30:52.833000,2018-04-16 15:45:34.491000,881.658,59,126,0,100,2018-05-03 14:24:23.562000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,"Not in paid work (e.g. homemaker, retired or disabled)"
5ad4c23427c301000101d0e3,598b66390ea3200001521202,Approved,2018-04-16 15:33:08.030000,2018-04-16 15:48:05.516000,897.486,57,156,1,100,2018-05-03 14:24:25.289000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,"Not in paid work (e.g. homemaker, retired or disabled)"
5ad4c32ce70460000154244c,59e7add7ae9f950001d8434d,Approved,2018-04-16 15:37:16.055000,2018-04-16 15:55:13.148000,1077.093,28,71,1,100,2018-05-03 14:23:14.199000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,Uganda,No,"Not in paid work (e.g. homemaker, retired or disabled)"
5ad4c34027c301000101d0f6,57681fca8e454c000133a203,Approved,2018-04-16 15:37:36.668000,2018-04-16 15:56:32.626000,1135.958,19,464,6,100,2018-05-03 14:23:15.541000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4c35b754a0d000162300b,5957a896eb4f4a00011688b5,Approved,2018-04-16 15:38:03.180000,2018-04-16 15:56:07.022000,1083.842,51,143,2,100,2018-05-03 14:25:00.123000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Part-Time
5ad4c49707fa3e00015a36c0,5744378654636a000e7865fe,Approved,2018-04-16 15:43:19.255000,2018-04-16 15:57:02.530000,823.275,25,787,7,100,2018-05-03 14:23:16.808000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,,Full-Time
5ad4c4fce6a9130001d68e95,598d7b65ad9ab80001a019fe,Approved,2018-04-16 15:45:00.863000,2018-04-16 16:10:09.163000,1508.3,34,187,11,97,2018-05-03 14:23:19.551000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,Nigeria,No,Part-Time
5ad4c538546e150001b694df,591e2e99529e9f0001ec705a,Approved,2018-04-16 15:45:59.708000,2018-04-16 16:04:02.745000,1083.037,38,328,2,100,2018-05-03 14:23:20.661000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,United Kingdom,No,Unemployed (and job seeking)
5ad4c5a66f18960001e7d222,5982202e4a66440001fa902b,Approved,2018-04-16 15:47:50.037000,2018-04-16 16:06:45.743000,1135.706,53,115,4,99,2018-05-03 14:23:21.837000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4c6acfaa35e0001b8fb31,59bc2149d9e6ba0001b5ed93,Approved,2018-04-16 15:52:12.217000,2018-04-16 16:09:33.790000,1041.573,35,155,2,100,2018-05-03 14:25:34.667000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,South Africa,No,Part-Time
5ad4c725646c6f00015c0dc2,59d39d8200d49400018173d9,Approved,2018-04-16 15:54:13.352000,2018-04-16 15:54:27.703000,14.351,42,142,1,100,2018-05-03 14:23:23.189000,NOCODE,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4c7cb5451e9000143fd64,58b1e8dadffbb5000194b3aa,Approved,2018-04-16 15:56:59.699000,2018-04-16 16:13:54.499000,1014.8,56,102,0,100,2018-05-03 14:23:24.688000,2NHV0BMF,Male,English,United Kingdom,United Kingdom,Singapore,No,"Not in paid work (e.g. homemaker, retired or disabled)"
5ad4c866a43fae0001494c6d,595148fc1ebf4800018a4fae,Approved,2018-04-16 15:59:34.330000,2018-04-16 16:14:44.944000,910.614,37,113,2,100,2018-05-03 14:23:26.133000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Part-Time
5ad4c94e5258b400017312c9,5957a5a1c76e6700014d2437,Approved,2018-04-16 16:03:26.872000,2018-04-16 16:18:29.639000,902.767,25,164,1,100,2018-05-03 14:23:27.137000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
5ad4c999546e150001b69509,59c6bc463306be000195bb42,Approved,2018-04-16 16:04:41.369000,2018-04-16 16:21:48.333000,1026.964,57,119,4,99,2018-05-03 14:25:06.774000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Part-Time
5ad4cb365451e9000143fd91,59efb4c46100f9000194ac7c,Approved,2018-04-16 16:11:34.703000,2018-04-16 16:24:58.304000,803.601,20,95,2,100,2018-05-03 14:23:28.579000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,Yes,Part-Time
5ad4cc640f5d3900016a4f4d,579f55486475d400015ab683,Approved,2018-04-16 16:16:36.443000,2018-04-16 16:31:17.647000,881.204,52,532,4,100,2018-05-03 14:23:29.650000,2NHV0BMF,Female,English,United Kingdom,United Kingdom,United Kingdom,No,Full-Time
